Differential genes in Nb2 neoblasts		
Gene id	foldChange	State
SMED30013040	Inf	NA
SMED30015272	Inf	NA
SMED30022590	Inf	NA
SMED30023278	Inf	NA
SMED30010669	Inf	NA
SMED30023958	Inf	NA
SMED30028447	Inf	NA
SMED30015835	Inf	NA
SMED30015256	Inf	NA
SMED30018009	Inf	NA
SMED30021800	Inf	NA
SMED30023186	Inf	NA
SMED30020735	Inf	NA
SMED30029853	Inf	NA
SMED30000607	Inf	NA
SMED30005958	Inf	NA
SMED30007696	Inf	NA
SMED30014529	Inf	NA
SMED30016711	Inf	NA
SMED30017785	Inf	NA
SMED30018480	Inf	NA
SMED30025246	Inf	NA
SMED30025697	Inf	NA
SMED30024647	Inf	NA
SMED30027158	Inf	NA
SMED30015232	Inf	NA
SMED30015298	Inf	NA
SMED30004182	Inf	NA
SMED30030497	Inf	NA
SMED30031164	Inf	NA
SMED30031573	Inf	NA
SMED30004193	Inf	NA
SMED30017683	Inf	NA
SMED30005712	Inf	NA
SMED30022845	Inf	NA
SMED30006777	Inf	NA
SMED30019884	Inf	NA
SMED30031047	Inf	NA
SMED30031112	Inf	NA
SMED30032554	Inf	NA
SMED30028481	Inf	NA
SMED30020538	Inf	NA
SMED30027487	Inf	NA
SMED30018610	Inf	NA
SMED30027057	Inf	NA
SMED30011302	Inf	NA
SMED30017046	Inf	NA
SMED30030788	Inf	NA
SMED30031126	Inf	NA
SMED30034051	Inf	NA
SMED30034363	Inf	NA
SMED30013032	Inf	NA
SMED30019205	Inf	NA
SMED30027694	Inf	NA
SMED30035643	Inf	NA
SMED30009848	Inf	NA
SMED30007657	Inf	NA
SMED30010964	Inf	NA
SMED30033177	Inf	NA
SMED30002532	Inf	NA
SMED30004878	Inf	NA
SMED30008620	Inf	NA
SMED30028981	Inf	NA
SMED30034588	Inf	NA
SMED30011264	Inf	NA
SMED30007335	Inf	NA
SMED30024158	Inf	NA
SMED30022214	Inf	NA
SMED30009299	Inf	NA
SMED30009649	Inf	NA
SMED30033328	Inf	NA
SMED30009535	Inf	NA
SMED30015100	Inf	NA
SMED30020567	Inf	NA
SMED30011585	Inf	NA
SMED30031094	Inf	NA
SMED30032163	Inf	NA
SMED30001003	Inf	NA
SMED30002274	Inf	NA
SMED30005561	Inf	NA
SMED30008608	Inf	NA
SMED30009031	Inf	NA
SMED30009426	Inf	NA
SMED30011359	Inf	NA
SMED30012144	Inf	NA
SMED30016046	Inf	NA
SMED30020656	Inf	NA
SMED30021846	Inf	NA
SMED30025575	Inf	NA
SMED30025944	Inf	NA
SMED30026797	Inf	NA
SMED30028333	Inf	NA
SMED30029437	Inf	NA
SMED30029703	Inf	NA
SMED30030985	Inf	NA
SMED30034839	Inf	NA
SMED30016407	Inf	NA
SMED30026362	Inf	NA
SMED30027777	Inf	NA
SMED30033312	Inf	NA
SMED30033531	Inf	NA
SMED30030844	Inf	NA
SMED30013579	Inf	NA
SMED30014120	Inf	NA
SMED30021766	Inf	NA
SMED30015149	Inf	NA
SMED30006961	Inf	NA
SMED30017650	Inf	NA
SMED30020670	Inf	NA
SMED30024932	Inf	NA
SMED30030022	Inf	NA
SMED30030443	Inf	NA
SMED30035391	Inf	NA
SMED30004162	Inf	NA
SMED30030364	Inf	NA
SMED30032332	Inf	NA
SMED30011036	Inf	NA
SMED30003942	Inf	NA
SMED30011307	Inf	NA
SMED30011311	Inf	NA
SMED30014471	Inf	NA
SMED30017295	Inf	NA
SMED30020209	Inf	NA
SMED30023212	Inf	NA
SMED30025217	Inf	NA
SMED30028476	Inf	NA
SMED30030117	Inf	NA
SMED30002707	Inf	NA
SMED30011005	Inf	NA
SMED30005486	Inf	NA
SMED30001971	Inf	NA
SMED30005860	Inf	NA
SMED30014046	Inf	NA
SMED30019461	Inf	NA
SMED30002471	Inf	NA
SMED30028532	Inf	NA
SMED30029164	Inf	NA
SMED30014588	Inf	NA
SMED30009358	Inf	NA
SMED30011784	Inf	NA
SMED30015403	Inf	NA
SMED30022925	Inf	NA
SMED30026439	Inf	NA
SMED30014096	Inf	NA
SMED30002629	Inf	NA
SMED30002847	Inf	NA
SMED30005118	Inf	NA
SMED30014803	Inf	NA
SMED30016778	Inf	NA
SMED30023824	Inf	NA
SMED30027947	Inf	NA
SMED30031042	Inf	NA
SMED30001054	Inf	NA
SMED30012006	Inf	NA
SMED30019581	Inf	NA
SMED30034425	Inf	NA
SMED30001340	Inf	NA
SMED30005583	Inf	NA
SMED30014865	Inf	NA
SMED30015705	Inf	NA
SMED30018141	Inf	NA
SMED30030122	Inf	NA
SMED30016918	Inf	NA
SMED30021478	Inf	NA
SMED30003008	Inf	NA
SMED30034124	Inf	NA
SMED30035411	Inf	NA
SMED30013352	Inf	NA
SMED30023701	Inf	NA
SMED30015538	Inf	NA
SMED30020439	Inf	NA
SMED30026392	Inf	NA
SMED30030507	Inf	NA
SMED30032987	Inf	NA
SMED30033871	Inf	NA
SMED30012888	Inf	NA
SMED30014299	Inf	NA
SMED30032597	Inf	NA
SMED30001453	Inf	NA
SMED30030561	Inf	NA
SMED30002740	Inf	NA
SMED30004686	Inf	NA
SMED30009466	Inf	NA
SMED30035008	Inf	NA
SMED30015253	Inf	NA
SMED30028025	Inf	NA
SMED30000891	Inf	NA
SMED30001528	Inf	NA
SMED30006218	Inf	NA
SMED30011949	Inf	NA
SMED30020488	Inf	NA
SMED30020862	Inf	NA
SMED30030778	Inf	NA
SMED30031472	Inf	NA
SMED30034174	Inf	NA
SMED30002117	Inf	NA
SMED30006880	Inf	NA
SMED30008586	Inf	NA
SMED30011591	Inf	NA
SMED30012106	Inf	NA
SMED30016837	Inf	NA
SMED30019465	Inf	NA
SMED30019745	Inf	NA
SMED30023211	Inf	NA
SMED30026625	Inf	NA
SMED30032875	Inf	NA
SMED30034136	Inf	NA
SMED30002504	Inf	NA
SMED30010406	Inf	NA
SMED30003573	Inf	NA
SMED30020730	Inf	NA
SMED30024740	Inf	NA
SMED30027762	Inf	NA
SMED30005467	Inf	NA
SMED30003630	Inf	NA
SMED30022521	Inf	NA
SMED30012770	Inf	NA
SMED30001746	Inf	NA
SMED30020305	Inf	NA
SMED30021737	Inf	NA
SMED30014241	Inf	NA
SMED30002472	Inf	NA
SMED30005627	Inf	NA
SMED30006482	Inf	NA
SMED30008384	Inf	NA
SMED30009374	Inf	NA
SMED30014544	Inf	NA
SMED30020569	Inf	NA
SMED30023654	Inf	NA
SMED30024520	Inf	NA
SMED30025797	Inf	NA
SMED30026177	Inf	NA
SMED30026235	Inf	NA
SMED30032695	Inf	NA
SMED30033628	Inf	NA
SMED30035413	Inf	NA
SMED30023795	Inf	NA
SMED30012904	Inf	NA
SMED30000897	Inf	NA
SMED30006929	Inf	NA
SMED30018052	Inf	NA
SMED30026382	Inf	NA
SMED30032915	Inf	NA
SMED30034676	Inf	NA
SMED30035508	Inf	NA
SMED30003804	Inf	NA
SMED30011060	Inf	NA
SMED30013295	Inf	NA
SMED30024294	Inf	NA
SMED30029670	Inf	NA
SMED30015331	Inf	NA
SMED30019146	Inf	NA
SMED30035990	Inf	NA
SMED30003035	Inf	NA
SMED30003401	Inf	NA
SMED30005705	Inf	NA
SMED30008062	Inf	NA
SMED30009366	Inf	NA
SMED30009553	Inf	NA
SMED30017412	Inf	NA
SMED30018170	Inf	NA
SMED30023478	Inf	NA
SMED30026351	Inf	NA
SMED30027154	Inf	NA
SMED30009624	Inf	NA
SMED30015092	Inf	NA
SMED30015461	Inf	NA
SMED30022544	Inf	NA
SMED30033468	Inf	NA
SMED30024979	0.7506148	NA
SMED30014085	Inf	NA
SMED30015621	Inf	NA
SMED30002581	Inf	NA
SMED30011196	Inf	NA
SMED30031760	Inf	NA
SMED30010324	Inf	NA
SMED30032293	Inf	NA
SMED30026708	Inf	NA
SMED30028986	Inf	NA
SMED30007660	Inf	NA
SMED30012799	Inf	NA
SMED30003506	1.147335139	NA
SMED30003375	0.879062252	NA
SMED30033232	1.5012296	NA
SMED30027503	1.170918642	NA
SMED30010473	1.089354661	NA
SMED30030220	0.848957381	NA
SMED30003946	0.868700576	NA
SMED30004184	1.338557662	NA
SMED30017450	0.818493048	NA
SMED30014936	1.127970573	NA
SMED30006047	1.192152918	NA
SMED30018576	0.96679645	NA
SMED30013516	1.118528272	NA
SMED30020757	0.667605634	NA
SMED30007268	1.296727735	NA
SMED30011713	1.589537223	NA
SMED30000526	0.650265228	NA
SMED30009234	0.794768612	NA
SMED30010010	0.725658298	NA
SMED30027606	0.981459225	NA
SMED30008163	1.127126395	NA
SMED30018181	0.9038545	NA
SMED30005721	0.862891636	NA
SMED30030294	0.837729077	NA
SMED30002820	0.921434859	NA
SMED30011047	0.772060937	NA
SMED30017260	1.034816095	NA
SMED30031531	1.126701385	NA
SMED30032439	1.131721203	NA
SMED30010474	0.906230063	NA
SMED30014347	1.316335513	NA
SMED30002714	1.025507886	NA
SMED30003613	1.236306729	NA
SMED30023396	0.71785552	NA
SMED30020994	1.021489438	NA
SMED30034356	0.906137462	NA
SMED30025957	1.118359523	NA
SMED30007551	0.706460988	NA
SMED30003827	1.062238818	NA
SMED30006304	1.186633691	NA
SMED30007059	0.942632539	NA
SMED30008497	1.157941024	NA
SMED30009491	1.012064899	NA
SMED30017889	0.768276325	NA
SMED30001482	0.730327913	NA
SMED30031029	1.296727735	NA
SMED30029254	0.903641024	NA
SMED30023956	1.523306506	NA
SMED30023667	0.476861167	NA
SMED30018553	0.476861167	NA
SMED30009121	0.748017517	NA
SMED30012540	1.120561489	NA
SMED30014032	0.853640361	NA
SMED30020108	0.775845549	NA
SMED30017938	1.748490946	NA
SMED30013199	1.748490946	NA
SMED30018961	1.192152918	NA
SMED30017321	1.748490946	NA
SMED30008077	1.907444668	NA
SMED30022025	1.907444668	NA
SMED30022705	0.72251692	NA
SMED30029450	0.529845741	NA
SMED30035190	0.529845741	NA
SMED30018384	0.454153492	NA
SMED30028020	0.725658298	NA
SMED30035871	0.881696429	NA
SMED30019944	1.199378087	NA
SMED30019795	0.924038205	NA
SMED30031237	0.317907445	NA
SMED30028071	1.243099623	NA
SMED30021389	0.990553075	NA
SMED30000483	1.589537223	NA
SMED30005762	0.812831535	NA
SMED30000514	0.72251692	NA
SMED30003540	0.821709921	NA
SMED30005465	1.188697402	NA
SMED30001895	1.131534973	NA
SMED30029877	1.050071378	NA
SMED30025111	1.398792757	NA
SMED30029268	0.904193276	NA
SMED30018058	0.855240136	NA
SMED30005365	0.869278169	NA
SMED30013795	1.143493615	NA
SMED30002424	0.752938685	NA
SMED30030743	1.167752127	NA
SMED30030635	1.324614353	NA
SMED30015334	0.933853119	NA
SMED30020985	1.748490946	NA
SMED30007360	1.457075788	NA
SMED30019883	0.741784038	NA
SMED30018994	0.397384306	NA
SMED30021485	0.951272705	NA
SMED30011110	0.397384306	NA
SMED30028328	0.340615119	NA
SMED30023145	0.924312394	NA
SMED30023728	0.971383859	NA
SMED30023811	1.236306729	NA
SMED30007838	1.154987479	NA
SMED30004707	0.901528574	NA
SMED30001223	1.123982388	NA
SMED30023222	0.794768612	NA
SMED30009673	1.127814506	NA
SMED30028361	1.122748858	NA
SMED30006160	0.850738232	NA
SMED30026583	0.778548844	NA
SMED30002204	0.818144159	NA
SMED30009727	1.305691291	NA
SMED30004800	0.794768612	NA
SMED30032490	0.691103141	NA
SMED30022991	0.942782199	NA
SMED30027054	1.11605805	NA
SMED30013840	0.876986054	NA
SMED30003155	0.899343429	NA
SMED30032093	0.635814889	NA
SMED30014219	1.236306729	NA
SMED30009456	1.192152918	NA
SMED30035909	1.002200889	NA
SMED30021383	0.662307176	NA
SMED30015711	0.840620647	NA
SMED30031332	1.135957157	NA
SMED30002006	0.892586287	NA
SMED30025134	0.918628655	NA
SMED30031818	0.835180575	NA
SMED30015218	1.202893034	NA
SMED30035204	0.971383859	NA
SMED30002899	1.228278763	NA
SMED30024351	1.164611431	NA
SMED30035645	0.851537798	NA
SMED30003809	0.635814889	NA
SMED30011528	0.596076459	NA
SMED30008674	0.851537798	NA
SMED30011620	0.596076459	NA
SMED30022201	1.285655107	NA
SMED30013106	0.955250735	NA
SMED30018971	0.813251603	NA
SMED30024086	0.963656942	NA
SMED30019262	1.147568337	NA
SMED30028030	0.953722334	NA
SMED30031905	0.656547984	NA
SMED30031134	2.119382964	NA
SMED30023463	0.995217622	NA
SMED30032186	0.956068514	NA
SMED30004435	0.915711661	NA
SMED30015189	1.140320182	NA
SMED30020778	0.397384306	NA
SMED30035087	0.984176085	NA
SMED30003056	0.833537812	NA
SMED30028389	0.826559356	NA
SMED30003994	0.986137958	NA
SMED30029848	1.334075884	NA
SMED30035265	0.994227916	NA
SMED30004881	0.890688961	NA
SMED30001580	0.737999425	NA
SMED30032146	0.989349892	NA
SMED30028766	2.384305835	NA
SMED30016674	1.589537223	NA
SMED30004897	1.192152918	NA
SMED30011599	0.618153365	NA
SMED30009541	1.112676056	NA
SMED30006546	0.814153212	NA
SMED30019881	0.928624378	NA
SMED30009543	0.908306985	NA
SMED30033338	0.933343652	NA
SMED30033683	0.90376545	NA
SMED30021684	1.228278763	NA
SMED30028571	0.892087217	NA
SMED30032249	0.945674044	NA
SMED30017146	0.828350384	NA
SMED30004420	0.928434242	NA
SMED30033862	0.863135804	NA
SMED30014333	0.878830676	NA
SMED30030450	1.209062888	NA
SMED30004906	0.715291751	NA
SMED30000832	1.173812103	NA
SMED30012839	0.918227813	NA
SMED30030655	1.35110664	NA
SMED30016363	0.618153365	NA
SMED30022475	0.711108758	NA
SMED30029561	0.855904659	NA
SMED30006293	0.889383923	NA
SMED30010257	0.756922487	NA
SMED30015988	1.192152918	NA
SMED30016454	1.037986958	NA
SMED30004523	0.715291751	NA
SMED30003746	0.397384306	NA
SMED30023223	0.635814889	NA
SMED30005278	0.397384306	NA
SMED30018709	1.703075596	NA
SMED30008126	0.529845741	NA
SMED30027459	0.476861167	NA
SMED30033015	0.476861167	NA
SMED30020068	0.476861167	NA
SMED30015889	0.476861167	NA
SMED30033941	0.476861167	NA
SMED30010186	0.476861167	NA
SMED30019678	0.635814889	NA
SMED30018451	0.635814889	NA
SMED30005519	0.397384306	NA
SMED30030859	0.476861167	NA
SMED30002329	0.476861167	NA
SMED30006894	0.476861167	NA
SMED30022964	0.476861167	NA
SMED30021646	0.476861167	NA
SMED30013020	0.476861167	NA
SMED30025528	0.529845741	NA
SMED30008369	0.397384306	NA
SMED30030882	0.635814889	NA
SMED30024428	0.476861167	NA
SMED30011131	0.635814889	NA
SMED30028350	0.476861167	NA
SMED30032006	0.476861167	NA
SMED30010055	0.635814889	NA
SMED30029771	0.476861167	NA
SMED30007817	0.476861167	NA
SMED30024935	0.476861167	NA
SMED30009480	0.397384306	NA
SMED30011610	0.476861167	NA
SMED30030493	0.635814889	NA
SMED30008828	0.476861167	NA
SMED30023443	0.476861167	NA
SMED30000182	0.476861167	NA
SMED30018681	0.476861167	NA
SMED30006121	0.635814889	NA
SMED30021889	0.567691865	NA
SMED30003893	0.476861167	NA
SMED30000683	0.635814889	NA
SMED30027126	0.397384306	NA
SMED30002351	0.397384306	NA
SMED30013428	0.476861167	NA
SMED30010343	0.476861167	NA
SMED30032603	0.635814889	NA
SMED30025177	0.397384306	NA
SMED30032164	0.476861167	NA
SMED30026703	0.635814889	NA
SMED30034689	0.476861167	NA
SMED30010476	0.476861167	NA
SMED30034879	0.476861167	NA
SMED30028997	0.476861167	NA
SMED30023539	0.476861167	NA
SMED30007151	0.794768612	NA
SMED30016782	0.476861167	NA
SMED30024695	0.476861167	NA
SMED30000775	0.476861167	NA
SMED30021098	0.596076459	NA
SMED30014625	0.505761844	NA
SMED30020142	1.232255921	NA
SMED30004948	1.412921976	NA
SMED30000082	0.914528265	NA
SMED30023605	1.445033839	NA
SMED30008630	1.254897808	NA
SMED30022677	0.872307013	NA
SMED30008548	0.567691865	NA
SMED30008702	0.496730382	NA
SMED30009566	0.567691865	NA
SMED30029620	0.496730382	NA
SMED30006611	0.496730382	NA
SMED30012610	1.324614353	NA
SMED30034934	0.883076235	NA
SMED30032966	0.898795917	NA
SMED30023395	1.17743498	NA
SMED30011335	0.794768612	NA
SMED30026185	0.850541848	NA
SMED30015365	0.706460988	NA
SMED30004224	0.711108758	NA
SMED30026434	1.140609346	NA
SMED30002281	0.905802462	NA
SMED30030321	1.149145958	NA
SMED30013558	0.956306947	NA
SMED30030001	0.899000561	NA
SMED30010218	0.529845741	NA
SMED30017439	0.755999411	NA
SMED30002203	0.889557529	NA
SMED30020526	0.94529297	NA
SMED30025835	0.582830315	NA
SMED30004098	1.192152918	NA
SMED30007386	0.917596488	NA
SMED30024500	0.895439302	NA
SMED30028809	1.380387589	NA
SMED30008783	0.940668164	NA
SMED30016776	0.701266422	NA
SMED30023326	1.661788915	NA
SMED30010872	1.788229376	NA
SMED30006652	0.752938685	NA
SMED30015191	0.892371775	NA
SMED30014331	0.897985314	NA
SMED30007841	0.711108758	NA
SMED30019041	0.72251692	NA
SMED30031443	1.703075596	NA
SMED30003935	1.39084507	NA
SMED30034335	1.112244117	NA
SMED30002554	1.589537223	NA
SMED30021551	0.701266422	NA
SMED30031852	1.096329752	NA
SMED30027667	0.496730382	NA
SMED30013734	0.397384306	NA
SMED30004868	0.454153492	NA
SMED30011692	0.567691865	NA
SMED30034297	0.454153492	NA
SMED30030630	0.454153492	NA
SMED30005702	0.454153492	NA
SMED30026780	0.476861167	NA
SMED30009475	0.454153492	NA
SMED30021417	0.567691865	NA
SMED30012446	0.891691613	NA
SMED30023039	0.454153492	NA
SMED30035906	0.969342064	NA
SMED30017729	0.596076459	NA
SMED30013036	0.794768612	NA
SMED30006838	1.47599885	NA
SMED30025358	0.556338028	NA
SMED30036008	0.662307176	NA
SMED30034135	0.794768612	NA
SMED30026449	1.39084507	NA
SMED30021205	0.960839665	NA
SMED30027627	0.794768612	NA
SMED30029410	1.279712171	NA
SMED30033761	1.124306817	NA
SMED30001181	0.794768612	NA
SMED30005412	0.794768612	NA
SMED30029665	0.924821657	NA
SMED30011746	0.966751328	NA
SMED30009813	1.449283939	NA
SMED30032401	1.156027072	NA
SMED30018704	1.018470966	NA
SMED30021135	0.706460988	NA
SMED30023519	0.904193276	NA
SMED30006119	1.150181991	NA
SMED30029671	0.7506148	NA
SMED30020822	0.762977867	NA
SMED30001782	0.807383986	NA
SMED30027740	0.90073776	NA
SMED30028667	1.110701476	NA
SMED30022955	1.39084507	NA
SMED30021943	1.199746248	NA
SMED30008330	0.820826599	NA
SMED30012227	0.858350101	NA
SMED30001390	1.788229376	NA
SMED30012718	1.201394413	NA
SMED30007243	0.654515327	NA
SMED30013204	0.695422535	NA
SMED30023825	1.471793725	NA
SMED30007343	1.052212233	NA
SMED30012817	1.229407696	NA
SMED30007939	1.230258262	NA
SMED30025968	1.27437036	NA
SMED30019306	1.258383635	NA
SMED30010229	0.965076171	NA
SMED30027148	0.901154961	NA
SMED30030680	1.377598927	NA
SMED30023008	0.529845741	NA
SMED30023451	0.946153109	NA
SMED30009804	0.695422535	NA
SMED30024282	0.824204486	NA
SMED30007751	0.596076459	NA
SMED30006559	0.695422535	NA
SMED30028097	0.596076459	NA
SMED30029391	1.283856988	NA
SMED30013128	0.662307176	NA
SMED30017898	0.815147294	NA
SMED30032837	1.224373267	NA
SMED30034573	0.970237006	NA
SMED30013725	1.276446558	NA
SMED30022542	0.838922423	NA
SMED30011848	0.794768612	NA
SMED30035858	0.907235868	NA
SMED30003443	0.874245473	NA
SMED30016730	1.324614353	NA
SMED30028829	0.894114688	NA
SMED30012572	1.122903642	NA
SMED30021269	1.090217574	NA
SMED30031880	1.457075788	NA
SMED30019175	0.67555332	NA
SMED30034348	0.811678582	NA
SMED30031382	0.701266422	NA
SMED30020238	1.517285531	NA
SMED30009591	0.701266422	NA
SMED30005645	0.701266422	NA
SMED30032188	0.688799463	NA
SMED30030670	0.816845518	NA
SMED30020085	1.192152918	NA
SMED30012637	1.5012296	NA
SMED30035357	1.589537223	NA
SMED30016890	0.954563359	NA
SMED30003251	0.654515327	NA
SMED30023409	0.695422535	NA
SMED30035040	1.37029071	NA
SMED30026144	1.103264323	NA
SMED30018917	0.820826599	NA
SMED30014867	0.782541402	NA
SMED30020511	1.168214104	NA
SMED30005316	1.135383731	NA
SMED30011519	1.136864666	NA
SMED30012975	0.829323769	NA
SMED30019926	0.743493217	NA
SMED30034560	0.768276325	NA
SMED30008029	1.26227956	NA
SMED30004088	0.912256146	NA
SMED30020847	0.838922423	NA
SMED30013519	1.139836216	NA
SMED30000690	1.111204263	NA
SMED30033915	0.913325255	NA
SMED30004157	1.589537223	NA
SMED30008761	1.173229855	NA
SMED30030589	0.940433598	NA
SMED30005491	0.745095573	NA
SMED30013860	0.93960962	NA
SMED30006407	0.688799463	NA
SMED30004349	0.654515327	NA
SMED30002834	0.669278831	NA
SMED30020213	0.695422535	NA
SMED30007897	0.496730382	NA
SMED30003414	0.823153205	NA
SMED30022337	0.635814889	NA
SMED30030888	1.589537223	NA
SMED30004625	1.986921529	NA
SMED30028941	1.788229376	NA
SMED30022681	2.384305835	NA
SMED30022751	1.788229376	NA
SMED30021233	1.986921529	NA
SMED30006633	1.788229376	NA
SMED30007525	0.822174426	NA
SMED30011925	1.788229376	NA
SMED30027784	2.185613682	NA
SMED30033954	1.236306729	NA
SMED30027244	0.794768612	NA
SMED30028182	0.794768612	NA
SMED30019637	1.445033839	NA
SMED30032308	0.794768612	NA
SMED30023280	0.618153365	NA
SMED30005220	0.505761844	NA
SMED30005132	0.618153365	NA
SMED30025756	0.662307176	NA
SMED30034257	0.567691865	NA
SMED30029134	0.454153492	NA
SMED30010341	0.529845741	NA
SMED30007082	0.529845741	NA
SMED30030869	0.529845741	NA
SMED30008418	0.529845741	NA
SMED30027085	0.529845741	NA
SMED30028980	0.529845741	NA
SMED30016939	0.529845741	NA
SMED30029331	0.529845741	NA
SMED30021888	0.529845741	NA
SMED30007895	0.529845741	NA
SMED30028636	0.529845741	NA
SMED30026189	0.529845741	NA
SMED30035420	0.529845741	NA
SMED30012914	0.529845741	NA
SMED30016017	0.397384306	NA
SMED30029418	0.529845741	NA
SMED30034543	0.454153492	NA
SMED30017290	0.454153492	NA
SMED30032065	0.529845741	NA
SMED30035739	0.529845741	NA
SMED30022741	0.529845741	NA
SMED30010133	0.662307176	NA
SMED30019474	0.529845741	NA
SMED30028581	0.454153492	NA
SMED30018397	0.529845741	NA
SMED30030509	0.529845741	NA
SMED30002168	0.529845741	NA
SMED30005751	0.397384306	NA
SMED30002002	0.529845741	NA
SMED30015511	0.529845741	NA
SMED30032877	0.529845741	NA
SMED30008571	0.529845741	NA
SMED30003453	0.567691865	NA
SMED30018239	0.529845741	NA
SMED30008271	0.454153492	NA
SMED30000502	0.92193159	NA
SMED30006180	0.752938685	NA
SMED30022395	1.059691482	NA
SMED30033727	0.745095573	NA
SMED30030506	1.000024169	NA
SMED30027245	0.939271996	NA
SMED30020438	0.695422535	NA
SMED30010916	0.888773501	NA
SMED30025174	0.654515327	NA
SMED30029919	1.161584894	NA
SMED30002318	0.993460765	NA
SMED30027410	0.878768546	NA
SMED30030029	0.681230239	NA
SMED30002268	0.860999329	NA
SMED30024050	1.13807103	NA
SMED30033647	0.836598539	NA
SMED30001657	1.092806841	NA
SMED30006942	0.874913346	NA
SMED30014989	1.102968959	NA
SMED30033500	0.942495119	NA
SMED30003373	0.72251692	NA
SMED30018102	1.271629779	NA
SMED30023945	0.888595462	NA
SMED30022157	0.715291751	NA
SMED30026685	0.794768612	NA
SMED30009964	0.635814889	NA
SMED30016298	0.635814889	NA
SMED30033896	0.915492958	NA
SMED30034481	0.567691865	NA
SMED30005819	0.611360471	NA
SMED30001543	2.649228706	NA
SMED30011632	0.650265228	NA
SMED30009533	0.596076459	NA
SMED30012709	0.794768612	NA
SMED30009516	0.695422535	NA
SMED30008862	0.81204619	NA
SMED30017149	1.148484312	NA
SMED30033866	0.834507042	NA
SMED30010564	1.408907993	NA
SMED30034787	0.794768612	NA
SMED30000714	1.260667453	NA
SMED30020424	0.618153365	NA
SMED30029517	0.943787726	NA
SMED30031636	0.860092059	NA
SMED30032968	0.662307176	NA
SMED30016093	0.971082468	NA
SMED30011801	0.830355266	NA
SMED30022293	0.794768612	NA
SMED30034799	0.618153365	NA
SMED30018684	1.26227956	NA
SMED30005011	0.529845741	NA
SMED30005128	0.867020304	NA
SMED30002716	1.216989437	NA
SMED30006717	1.200431757	NA
SMED30016285	1.408907993	NA
SMED30033699	1.145150473	NA
SMED30028974	1.107859277	NA
SMED30014561	0.821260899	NA
SMED30020804	0.794768612	NA
SMED30022232	1.019062205	NA
SMED30007522	1.113249896	NA
SMED30014205	1.166787962	NA
SMED30021502	0.889383923	NA
SMED30023550	0.889869129	NA
SMED30019785	1.222720941	NA
SMED30003784	0.618153365	NA
SMED30017789	0.618153365	NA
SMED30000756	1.213067881	NA
SMED30004823	0.397384306	NA
SMED30013820	0.397384306	NA
SMED30029936	0.868700576	NA
SMED30003360	0.618153365	NA
SMED30018331	0.624461052	NA
SMED30035712	0.913138405	NA
SMED30024232	0.441538118	NA
SMED30030725	0.918628655	NA
SMED30007318	1.207436929	NA
SMED30012256	0.845633803	NA
SMED30011974	0.891691613	NA
SMED30012296	1.1428904	NA
SMED30031142	0.860999329	NA
SMED30001853	0.529845741	NA
SMED30019921	0.578013536	NA
SMED30019849	1.118563231	NA
SMED30030956	0.681230239	NA
SMED30032600	0.992738248	NA
SMED30014440	1.168535762	NA
SMED30031511	1.159220516	NA
SMED30019487	0.688799463	NA
SMED30024910	1.100844549	NA
SMED30003429	0.737999425	NA
SMED30029234	0.925253011	NA
SMED30002470	0.839544308	NA
SMED30030742	0.848957381	NA
SMED30015263	0.578013536	NA
SMED30032229	1.267333732	NA
SMED30003134	0.90073776	NA
SMED30026744	1.082281805	NA
SMED30033119	0.794768612	NA
SMED30024809	1.218150022	NA
SMED30018456	0.567691865	NA
SMED30015681	0.567691865	NA
SMED30031006	0.618153365	NA
SMED30027696	0.567691865	NA
SMED30000566	0.496730382	NA
SMED30026862	0.567691865	NA
SMED30033145	0.794768612	NA
SMED30031107	0.567691865	NA
SMED30013513	0.567691865	NA
SMED30032244	0.567691865	NA
SMED30022836	0.681230239	NA
SMED30035049	0.567691865	NA
SMED30001885	0.567691865	NA
SMED30017825	0.496730382	NA
SMED30033135	0.567691865	NA
SMED30014399	0.567691865	NA
SMED30034682	0.567691865	NA
SMED30018482	0.567691865	NA
SMED30005358	0.567691865	NA
SMED30005443	0.681230239	NA
SMED30005625	0.567691865	NA
SMED30030952	0.567691865	NA
SMED30016422	0.567691865	NA
SMED30010327	1.137774012	NA
SMED30011798	1.372782147	NA
SMED30015192	1.110338502	NA
SMED30025275	0.944602038	NA
SMED30009996	1.018240965	NA
SMED30003142	1.264913424	NA
SMED30013687	0.892753783	NA
SMED30035749	0.919871078	NA
SMED30030238	0.662307176	NA
SMED30015506	1.160325799	NA
SMED30025192	0.735896863	NA
SMED30002876	0.868947015	NA
SMED30011653	0.672496518	NA
SMED30025283	1.279383619	NA
SMED30011075	0.737999425	NA
SMED30013179	0.672496518	NA
SMED30004944	0.582830315	NA
SMED30012719	0.90314615	NA
SMED30004511	0.869278169	NA
SMED30000557	1.188368305	NA
SMED30030113	0.884068456	NA
SMED30032348	1.032456421	NA
SMED30016924	0.929160972	NA
SMED30032398	1.324614353	NA
SMED30003154	0.706460988	NA
SMED30011984	0.863546665	NA
SMED30034671	1.35110664	NA
SMED30012350	1.233982844	NA
SMED30017036	0.928052789	NA
SMED30023516	1.182168387	NA
SMED30003793	1.470321932	NA
SMED30002139	1.136350015	NA
SMED30021018	0.888270801	NA
SMED30021546	1.192152918	NA
SMED30001852	1.200262801	NA
