Differential genes in Nb2 neoblasts		
Gene id	foldChange	State
SMED30022077	0.176615247	NA
SMED30030820	0.176615247	NA
SMED30017983	0.176615247	NA
SMED30008135	0.176615247	NA
SMED30006839	0.176615247	NA
SMED30007101	0.176615247	NA
SMED30005097	0.176615247	NA
SMED30004725	0.176615247	NA
SMED30010604	0.176615247	NA
SMED30012266	1.515947537	NA
SMED30003617	1.355419338	NA
SMED30010729	1.014363638	NA
SMED30018297	0.545429439	NA
SMED30005954	0.113538373	NA
SMED30009242	0.099346076	NA
SMED30024347	0.113538373	NA
SMED30016470	0.113538373	NA
SMED30022849	0.772221984	NA
SMED30015945	0.934614657	NA
SMED30025330	0.887241689	NA
SMED30007990	0.309076682	NA
SMED30013000	0.879853329	NA
SMED30035666	0.113538373	NA
SMED30017907	0.113538373	NA
SMED30026651	0.227076746	NA
SMED30020006	0.227076746	NA
SMED30027331	0.113538373	NA
SMED30025720	0.113538373	NA
SMED30019210	0.113538373	NA
SMED30009502	0.099346076	NA
SMED30001425	0.099346076	NA
SMED30010102	0.113538373	NA
SMED30028683	0.113538373	NA
SMED30010027	0.113538373	NA
SMED30035133	0.113538373	NA
SMED30019518	0.113538373	NA
SMED30033291	0.113538373	NA
SMED30014015	0.099346076	NA
SMED30001415	0.113538373	NA
SMED30029458	0.113538373	NA
SMED30009849	0.113538373	NA
SMED30018651	0.113538373	NA
SMED30001024	0.113538373	NA
SMED30018999	0.113538373	NA
SMED30030351	0.113538373	NA
SMED30007820	0.113538373	NA
SMED30023515	0.113538373	NA
SMED30019360	0.113538373	NA
SMED30025621	0.079476861	NA
SMED30000802	0.227076746	NA
SMED30003525	0.113538373	NA
SMED30003164	0.414661884	NA
SMED30013176	3.338028169	NA
SMED30007287	1.061291109	NA
SMED30029250	1.406614289	NA
SMED30008327	0.893826728	NA
SMED30009889	0.850599465	NA
SMED30027886	0.451084888	NA
SMED30015370	0.544563678	NA
SMED30024527	1.34624071	NA
SMED30013674	0.641738631	NA
SMED30020163	0.849851585	NA
SMED30033425	1.711809317	NA
SMED30017653	0.658293194	NA
SMED30003618	1.37630662	NA
SMED30014752	0.815605242	NA
SMED30018548	0	NA
SMED30027682	0	NA
SMED30007607	0	NA
SMED30014630	0	NA
SMED30005922	0	NA
SMED30030020	0	NA
SMED30012091	0	NA
SMED30016864	0	NA
SMED30025848	0	NA
SMED30018686	0	NA
SMED30011061	0	NA
SMED30027677	0	NA
SMED30021752	0	NA
SMED30001739	0	NA
SMED30018696	0	NA
SMED30029038	0	NA
SMED30002410	0	NA
SMED30007908	0	NA
SMED30019734	0	NA
SMED30013964	0	NA
SMED30023918	0	NA
SMED30027909	0	NA
SMED30004714	0	NA
SMED30027100	0	NA
SMED30028273	0	NA
SMED30005586	0	NA
SMED30030135	0	NA
SMED30031948	0	NA
SMED30019257	0	NA
SMED30032758	0	NA
SMED30009751	0	NA
SMED30012933	0	NA
SMED30023372	0	NA
SMED30021337	0	NA
SMED30014356	0	NA
SMED30028816	0	NA
SMED30003694	0	NA
SMED30028783	0	NA
SMED30035224	0	NA
SMED30020990	0	NA
SMED30028162	0	NA
SMED30028209	0	NA
SMED30007975	0	NA
SMED30009257	0	NA
SMED30008827	0	NA
SMED30000238	0	NA
SMED30014043	0	NA
SMED30027240	0	NA
SMED30009384	0	NA
SMED30006038	0	NA
SMED30033630	0	NA
SMED30018300	0	NA
SMED30024195	0	NA
SMED30000616	0	NA
SMED30019617	0	NA
SMED30017031	0	NA
SMED30014626	0	NA
SMED30000991	0	NA
SMED30004536	0	NA
SMED30033848	0	NA
SMED30003018	0	NA
SMED30019821	0	NA
SMED30004612	0	NA
SMED30016638	0	NA
SMED30016195	0	NA
SMED30008053	0	NA
SMED30019626	0	NA
SMED30028661	0	NA
SMED30030486	0	NA
SMED30010678	0	NA
SMED30033012	0	NA
SMED30025863	0	NA
SMED30031643	0	NA
SMED30016927	0	NA
SMED30030173	0	NA
SMED30023048	0	NA
SMED30021202	0	NA
SMED30004292	0	NA
SMED30003775	0	NA
SMED30013878	0	NA
SMED30017360	0	NA
SMED30024575	0	NA
SMED30022553	0	NA
SMED30019018	0	NA
SMED30034592	0	NA
SMED30002072	0	NA
SMED30020127	0	NA
SMED30025201	0	NA
SMED30028174	0	NA
SMED30030244	0	NA
SMED30013853	0	NA
SMED30001609	0	NA
SMED30007378	0	NA
SMED30004591	0	NA
SMED30007790	0	NA
SMED30016373	0	NA
SMED30021750	0	NA
SMED30015037	0	NA
SMED30002302	0	NA
SMED30000136	0	NA
SMED30004925	0	NA
SMED30031829	0	NA
SMED30020729	0	NA
SMED30025005	0	NA
SMED30026183	0	NA
SMED30016603	0	NA
SMED30006400	0	NA
SMED30003494	0	NA
SMED30007199	1.269369773	NA
SMED30028732	0.843570193	NA
SMED30017456	0.858942475	NA
SMED30031796	0.496730382	NA
SMED30030050	0.895300202	NA
SMED30033332	0.835318031	NA
SMED30004594	1.294099677	NA
SMED30021317	0.446376891	NA
SMED30029804	0.695422535	NA
SMED30007299	0.830545977	NA
SMED30021228	0.710218759	NA
SMED30010620	0.826401193	NA
SMED30000633	0.887870078	NA
SMED30035797	0.814889336	NA
SMED30015768	0.753481931	NA
SMED30034835	2.622736419	NA
SMED30015522	0.370892019	NA
SMED30010654	0.825834486	NA
SMED30019742	1.356210658	NA
SMED30031821	0.565168791	NA
SMED30035558	1.376506461	NA
SMED30024013	0.125489781	NA
SMED30035585	0.264922871	NA
SMED30016636	0.919994758	NA
SMED30020076	0.8015326	NA
SMED30028292	0.717606611	NA
SMED30017371	1.04413187	NA
SMED30004550	0.819828883	NA
SMED30021960	0.553929638	NA
SMED30013232	1.288678443	NA
SMED30010325	0.559950613	NA
SMED30029262	0.823245663	NA
SMED30032871	0.679968701	NA
SMED30003848	0.496730382	NA
SMED30016535	0.331153588	NA
SMED30016224	0.413279678	NA
SMED30028299	0.97878464	NA
SMED30016315	0.643762575	NA
SMED30005000	1.887575453	NA
SMED30015548	1.821344735	NA
SMED30001282	1.49998583	NA
SMED30007038	0.812831535	NA
SMED30031197	0.706460988	NA
SMED30003729	0.409426254	NA
SMED30032101	0.250979562	NA
SMED30013466	0.376469342	NA
SMED30005540	0.340615119	NA
SMED30020267	0.357645875	NA
SMED30029200	0.397384306	NA
SMED30004181	1.387587822	NA
SMED30014203	1.217790615	NA
SMED30011129	0.827341096	NA
SMED30016218	0.689799172	NA
SMED30026746	0.691743051	NA
SMED30020992	0.356275585	NA
SMED30035928	0.298038229	NA
SMED30028101	0.298038229	NA
SMED30032520	0.370892019	NA
SMED30032750	0.327257664	NA
SMED30004354	0.317907445	NA
SMED30001095	0.751153261	NA
SMED30030477	1.121354564	NA
SMED30019212	1.70641496	NA
SMED30023553	1.374558828	NA
SMED30007132	0.69268824	NA
SMED30029664	0.721914822	NA
SMED30017354	0.514262043	NA
SMED30030115	1.269691319	NA
SMED30003899	1.667075624	NA
SMED30013290	0.803345251	NA
SMED30012406	0.850869925	NA
SMED30024148	0.877370967	NA
SMED30025121	1.001358755	NA
SMED30008079	1.589537223	NA
SMED30028546	0.651268723	NA
SMED30016627	0.853023903	NA
SMED30015010	0.859288573	NA
SMED30035927	1.29701822	NA
SMED30011868	1.24163851	NA
SMED30031547	1.69916048	NA
SMED30022738	1.365556978	NA
SMED30025473	0.411087213	NA
SMED30011576	1.426325812	NA
SMED30025325	1.561650605	NA
SMED30029308	0.427952329	NA
SMED30015122	0.331153588	NA
SMED30019086	0.264922871	NA
SMED30023281	0.98430913	NA
SMED30002198	0.378461244	NA
SMED30009120	0.665186773	NA
SMED30015557	0.244544188	NA
SMED30007909	0.331153588	NA
SMED30016253	0.264922871	NA
SMED30033643	0.264922871	NA
SMED30011417	0.264922871	NA
SMED30017309	0.305680235	NA
SMED30025094	0.264922871	NA
SMED30001529	0.950680158	NA
SMED30010970	0.508651911	NA
SMED30021343	0.638653349	NA
SMED30001325	0.397384306	NA
SMED30025210	4.238765929	NA
SMED30015901	0.699396378	NA
SMED30022281	0.709058271	NA
SMED30009348	0.747554635	NA
SMED30004009	0.980462213	NA
SMED30016165	1.285917754	NA
SMED30025736	0.719076363	NA
SMED30020918	0.805910228	NA
SMED30027700	1.538261829	NA
SMED30011316	1.426507765	NA
SMED30021019	1.329262122	NA
SMED30020379	0.676627332	NA
SMED30013540	0.309076682	NA
SMED30004057	0.439659232	NA
SMED30013938	1.156878427	NA
SMED30001032	0.708847681	NA
SMED30006748	0.886725311	NA
SMED30035761	0.814974593	NA
SMED30017388	1.617423841	NA
SMED30023486	0.641392213	NA
SMED30029634	0.89318622	NA
SMED30035044	0.721779658	NA
SMED30016048	0.876928236	NA
SMED30030842	0.702811913	NA
SMED30017565	0.264922871	NA
SMED30018518	0.638053674	NA
SMED30002902	1.320198972	NA
SMED30031413	0.596076459	NA
SMED30009962	0.640559777	NA
SMED30001369	0.823774765	NA
SMED30020245	0.867970984	NA
SMED30011140	0.794768612	NA
SMED30030485	1.0337103	NA
SMED30001628	1.275326377	NA
SMED30005071	0.397384306	NA
SMED30028659	0.671442448	NA
SMED30018975	0.501959123	NA
SMED30000863	0.500409867	NA
SMED30010586	0.704640212	NA
SMED30035707	0.657739541	NA
SMED30007157	0.93084562	NA
SMED30034751	1.222466561	NA
SMED30025257	1.901767749	NA
SMED30032629	0.397384306	NA
SMED30013746	0.378461244	NA
SMED30032111	0.596076459	NA
SMED30012109	0.740166188	NA
SMED30015368	0.489088376	NA
SMED30013742	0.5196564	NA
SMED30016338	0.721027194	NA
SMED30006944	1.560101349	NA
SMED30002709	1.24035317	NA
SMED30028098	1.345529316	NA
SMED30014177	1.537704488	NA
SMED30017267	1.295818389	NA
SMED30002103	1.375561059	NA
SMED30026944	0.720836648	NA
SMED30017074	0.747398297	NA
SMED30010905	0.887870078	NA
SMED30034578	1.345361325	NA
SMED30010952	0.759445562	NA
SMED30011477	0.875431695	NA
SMED30017401	1.239330963	NA
SMED30005425	0.573999553	NA
SMED30028479	0.681230239	NA
SMED30000373	1.368436181	NA
SMED30007411	0.397384306	NA
SMED30008402	0.327257664	NA
SMED30007141	0.374008758	NA
SMED30025124	0.454153492	NA
SMED30011365	0.930648407	NA
SMED30017446	0.317907445	NA
SMED30024276	1.4321573	NA
SMED30001215	0.347711268	NA
SMED30000636	0.327257664	NA
SMED30035279	0.347711268	NA
SMED30012754	0.871761821	NA
SMED30032785	0.516599598	NA
SMED30004049	0.454153492	NA
SMED30035448	0.554489729	NA
SMED30002647	0.639943557	NA
SMED30009115	0.264922871	NA
SMED30024265	0.509467059	NA
SMED30008104	0.470973992	NA
SMED30029353	1.392667934	NA
SMED30003591	1.291871077	NA
SMED30034077	0.980617546	NA
SMED30020701	0.454153492	NA
SMED30022470	0.906430317	NA
SMED30033740	0.777584425	NA
SMED30017162	1.666450315	NA
SMED30022731	0.845665124	NA
SMED30028415	0.943189256	NA
SMED30024596	0.802598844	NA
SMED30021032	1.241415435	NA
SMED30022769	0.554489729	NA
SMED30028259	0.867020304	NA
SMED30035158	0.397384306	NA
SMED30009778	1.387879516	NA
SMED30004855	0.380106727	NA
SMED30009079	0.441538118	NA
SMED30013498	1.294972633	NA
SMED30006199	1.238625068	NA
SMED30022957	0.599825367	NA
SMED30014549	1.252093567	NA
SMED30022804	0.470973992	NA
SMED30036006	2.086267606	NA
SMED30033618	0.187004379	NA
SMED30002633	0.305680235	NA
SMED30012643	1.091219195	NA
SMED30011988	0.826559356	NA
SMED30021986	0.854376258	NA
SMED30015957	0.931533848	NA
SMED30027058	0.855904659	NA
SMED30001455	1.251936397	NA
SMED30007934	0.591848966	NA
SMED30006659	0.933806147	NA
SMED30008992	0.846884586	NA
SMED30007206	0.773432542	NA
SMED30017265	0.397384306	NA
SMED30016427	1.054913793	NA
SMED30031586	0.973540472	NA
SMED30029943	0.482538086	NA
SMED30025688	0.596076459	NA
SMED30028531	0.132461435	NA
SMED30007457	0.956241773	NA
SMED30026887	1.484567784	NA
SMED30023799	0.754744293	NA
SMED30007246	Inf	NA
SMED30027833	Inf	NA
SMED30018382	Inf	NA
SMED30010464	Inf	NA
SMED30003657	Inf	NA
SMED30018468	Inf	NA
SMED30015856	Inf	NA
SMED30006904	Inf	NA
SMED30010340	Inf	NA
SMED30029342	Inf	NA
SMED30000178	Inf	NA
SMED30027052	Inf	NA
SMED30025773	Inf	NA
SMED30012513	1.252822277	NA
SMED30018569	0.264922871	NA
SMED30029354	1.296084197	NA
SMED30022613	1.244637637	NA
SMED30011367	0.366816282	NA
SMED30004017	0.713253882	NA
SMED30023642	0.845933973	NA
SMED30010841	4.76861167	NA
SMED30026182	1.510060362	NA
SMED30011861	1.318152819	NA
SMED30023217	0.469635998	NA
SMED30002970	0.198692153	NA
SMED30029636	0.198692153	NA
SMED30000732	0.642347234	NA
SMED30000448	0.752191722	NA
SMED30016259	0.637777281	NA
SMED30005872	0.460129196	NA
SMED30021002	0.420759853	NA
SMED30014371	1.862029319	NA
SMED30032395	0.71238406	NA
SMED30030059	0.631459993	NA
SMED30021541	0.903954076	NA
SMED30001087	0.681230239	NA
SMED30007307	1.878543991	NA
SMED30023013	0.216755076	NA
SMED30011936	0.216755076	NA
SMED30034133	0.366816282	NA
SMED30008560	0.779082389	NA
SMED30031575	0.305680235	NA
SMED30001058	0.871241193	NA
SMED30002075	0.804344137	NA
SMED30034021	0.216755076	NA
SMED30011153	0.238430584	NA
SMED30030921	0.238430584	NA
SMED30026878	0.238430584	NA
SMED30006238	0.238430584	NA
SMED30001825	0.238430584	NA
SMED30003151	0.238430584	NA
SMED30016214	0.238430584	NA
SMED30014636	0.238430584	NA
SMED30026029	0.264922871	NA
SMED30020401	0.804520374	NA
SMED30010649	0.863767816	NA
SMED30006431	0.579518779	NA
SMED30004154	0.183408141	NA
SMED30019373	0.280506569	NA
SMED30024824	1.402532844	NA
SMED30012293	1.109140946	NA
SMED30018353	0.585618977	NA
SMED30029553	0.264922871	NA
SMED30023248	0.718673745	NA
SMED30015160	0.671866249	NA
SMED30010123	0.808471519	NA
SMED30032334	0.944382289	NA
SMED30023084	0.481677946	NA
SMED30033411	0.676627332	NA
SMED30017438	0.70555989	NA
SMED30003214	0.726401419	NA
SMED30031611	1.385325844	NA
SMED30004669	0.915188098	NA
SMED30034400	0.607114912	NA
SMED30021774	1.164725108	NA
SMED30008852	0.784513533	NA
SMED30022468	0.679584755	NA
SMED30024514	0.784100577	NA
SMED30024702	0.855904659	NA
SMED30028733	0.433510152	NA
SMED30032976	1.328753773	NA
SMED30026950	1.229339339	NA
SMED30031835	0.496730382	NA
SMED30007616	0.629816636	NA
SMED30009969	0.458520353	NA
SMED30029372	0.618153365	NA
SMED30025359	0.614821001	NA
SMED30030317	0.546403421	NA
SMED30002616	1.735941968	NA
SMED30008258	1.159212772	NA
SMED30025097	0.505761844	NA
SMED30020722	0.651449682	NA
SMED30003408	0.602927912	NA
SMED30022298	1.422217516	NA
SMED30020700	0.952897315	NA
SMED30003311	0.60617945	NA
SMED30019270	0.198692153	NA
SMED30025004	0.808182428	NA
SMED30003989	0.959528146	NA
SMED30010078	0.660062067	NA
SMED30031439	0.621364551	NA
SMED30000370	0.698848262	NA
SMED30035282	0.91879821	NA
SMED30010253	1.629275654	NA
SMED30002831	0.893481911	NA
SMED30010427	1.392603408	NA
SMED30000465	0.463615023	NA
SMED30009336	0.463615023	NA
SMED30016746	0.449217041	NA
SMED30012899	0.483772198	NA
SMED30008048	0.94047619	NA
SMED30008349	0.476861167	NA
SMED30022391	0.483772198	NA
SMED30028682	0.897493806	NA
SMED30020271	1.282226693	NA
SMED30000475	0.854164131	NA
SMED30019823	0.691384077	NA
SMED30029299	0.841389117	NA
SMED30029761	0.317907445	NA
SMED30021367	0.824949698	NA
SMED30023502	1.435328388	NA
SMED30025923	0.786268413	NA
SMED30031535	0.754011247	NA
SMED30010051	0.521566901	NA
SMED30021652	0.754454262	NA
SMED30004640	0.983208835	NA
SMED30023588	0.69784561	NA
SMED30013053	0.813579703	NA
SMED30022300	0.485691929	NA
SMED30006743	0.158953722	NA
SMED30010973	0.833757261	NA
SMED30019282	0.378461244	NA
SMED30024994	0.406215068	NA
SMED30026627	1.130451842	NA
SMED30008205	1.39084507	NA
SMED30001096	1.02018512	NA
SMED30006440	2.53332495	NA
SMED30011357	0.799284342	NA
SMED30032687	0.893805199	NA
SMED30029532	0.458520353	NA
SMED30001244	0.898824096	NA
SMED30032471	0.509467059	NA
SMED30002086	0.713253882	NA
SMED30000005	0.376469342	NA
SMED30017285	0.397384306	NA
SMED30008897	0.397384306	NA
SMED30024271	0.78163194	NA
SMED30032882	0.865054271	NA
SMED30020130	0.463615023	NA
SMED30031468	1.226905157	NA
SMED30025954	0.71607865	NA
SMED30007676	0.561013138	NA
SMED30025986	0.613107215	NA
SMED30015531	0.734406439	NA
SMED30004983	0.865866123	NA
SMED30009362	0.567691865	NA
SMED30013091	0.198692153	NA
SMED30028429	0.800249775	NA
SMED30002454	1.239180646	NA
SMED30016665	0.868978934	NA
SMED30015093	0.913862379	NA
SMED30032893	0.801993781	NA
SMED30010111	0.32886977	NA
SMED30019456	1.499563418	NA
SMED30032004	0.843275616	NA
SMED30002609	0.829136984	NA
SMED30002668	0.662307176	NA
SMED30032513	0.831031818	NA
SMED30001476	0.93298924	NA
SMED30014787	4.238765929	NA
SMED30009956	0.132461435	NA
SMED30017913	0.238430584	NA
SMED30009029	0.851285491	NA
SMED30003364	1.519820678	NA
SMED30007744	0.684723727	NA
SMED30017967	1.24092281	NA
SMED30028461	0.844099077	NA
SMED30014260	2.781690141	NA
SMED30006149	0.85124963	NA
SMED30031507	1.264142828	NA
SMED30028233	1.370570361	NA
SMED30030664	0.897985314	NA
SMED30031243	0.370892019	NA
SMED30027592	0.317907445	NA
SMED30006176	0.327257664	NA
SMED30029546	0.317907445	NA
SMED30028559	0.679862306	NA
SMED30027888	0.748017517	NA
SMED30003059	0.516599598	NA
SMED30031652	0.558486051	NA
SMED30035089	0.340615119	NA
SMED30024637	1.69916048	NA
SMED30025992	0.340615119	NA
SMED30031417	0.347711268	NA
SMED30029985	0.340615119	NA
SMED30029675	0.340615119	NA
SMED30028343	0.397384306	NA
SMED30013565	0.947451432	NA
SMED30024800	0.458520353	NA
SMED30005883	0.470973992	NA
SMED30024492	0.803090796	NA
SMED30009282	0.509467059	NA
SMED30033075	1.309030655	NA
SMED30019430	1.204015136	NA
SMED30003787	0.198692153	NA
SMED30021057	0.198692153	NA
SMED30035968	1.412921976	NA
SMED30015521	1.256018252	NA
SMED30016458	0.122272094	NA
SMED30015710	0.158953722	NA
SMED30014178	0.176615247	NA
SMED30005332	0.158953722	NA
SMED30011761	0.176615247	NA
SMED30015867	0.264922871	NA
SMED30033269	0.289006768	NA
SMED30034317	0.289006768	NA
SMED30032326	0.264922871	NA
SMED30015974	0.470973992	NA
SMED30011361	1.589537223	NA
SMED30031984	1.242614417	NA
SMED30005755	1.29561392	NA
SMED30016039	1.28536652	NA
SMED30025750	0.681230239	NA
SMED30023901	0.8973194	NA
SMED30023264	1.218827596	NA
SMED30033584	0.198692153	NA
SMED30020938	0.298038229	NA
SMED30000713	0.198692153	NA
SMED30004930	0.198692153	NA
SMED30016870	0.176615247	NA
SMED30007231	0.198692153	NA
SMED30002772	0.176615247	NA
SMED30031506	0.158953722	NA
SMED30000369	0.198692153	NA
SMED30019683	0.353230494	NA
SMED30003448	0.176615247	NA
SMED30018453	0.176615247	NA
SMED30026853	0.198692153	NA
SMED30023878	0.198692153	NA
SMED30004436	0.825169597	NA
SMED30030528	0.755681631	NA
SMED30032722	0.644406982	NA
SMED30026622	0.784241875	NA
SMED30003801	0.564704014	NA
SMED30022083	1.554214174	NA
SMED30005154	0.986379493	NA
SMED30034537	0.331153588	NA
SMED30029147	0.788747637	NA
SMED30027602	0.587437669	NA
SMED30034315	0.833757261	NA
SMED30031715	0.753894797	NA
SMED30012985	2.622736419	NA
SMED30033007	0.778141653	NA
SMED30024336	1.310911446	NA
SMED30023850	1.214341889	NA
SMED30010270	1.281516852	NA
SMED30029121	1.303206444	NA
SMED30006906	0.382666369	NA
SMED30028815	1.295537452	NA
SMED30028990	0.708066581	NA
SMED30020900	0.695422535	NA
SMED30035614	0.437122736	NA
SMED30014939	0.482538086	NA
SMED30013990	0.770314193	NA
SMED30035756	1.264404609	NA
SMED30025140	0.852756021	NA
SMED30000745	0.437122736	NA
SMED30007503	0.501959123	NA
SMED30035813	0.581538009	NA
SMED30016482	0.895732702	NA
SMED30023250	0.849691646	NA
SMED30026663	0.461478549	NA
SMED30019639	0.929306245	NA
SMED30016275	0.576207243	NA
SMED30020957	1.342884896	NA
SMED30034074	0.642347234	NA
SMED30014748	0.582830315	NA
SMED30015789	1.356587803	NA
SMED30007989	0.482538086	NA
SMED30028035	0.743728426	NA
SMED30006459	1.613621121	NA
SMED30001672	0.581538009	NA
SMED30010792	0.714623878	NA
SMED30004461	1.452169809	NA
SMED30024423	0.703565656	NA
SMED30016721	0.609938702	NA
SMED30013917	0.416307368	NA
SMED30011053	0.944507625	NA
SMED30028315	0.902113983	NA
SMED30021036	0.515902432	NA
SMED30018996	0.907396249	NA
SMED30006085	0.331153588	NA
SMED30020890	1.589537223	NA
SMED30006144	0.685396784	NA
SMED30013054	0.60553799	NA
SMED30013887	1.570152623	NA
SMED30033469	1.231083358	NA
SMED30005857	1.301577581	NA
SMED30023314	0.900223347	NA
SMED30022652	0.336248259	NA
SMED30009893	0.591455711	NA
SMED30027070	1.225606188	NA
SMED30003834	1.231159966	NA
SMED30017099	0.678678814	NA
SMED30007036	0.833070713	NA
SMED30015952	0.57297272	NA
SMED30031617	0.574938996	NA
SMED30028987	3.576458753	NA
SMED30001045	3.3777666	NA
SMED30005717	0.611360471	NA
SMED30004458	0.45036888	NA
SMED30023755	0.113538373	NA
SMED30027906	0.113538373	NA
SMED30003795	0.113538373	NA
SMED30031775	0.113538373	NA
SMED30021567	1.409589613	NA
SMED30030468	0.71785552	NA
SMED30025605	0.755423631	NA
SMED30006818	0.931234323	NA
SMED30021674	0.264922871	NA
SMED30022889	0.289006768	NA
SMED30023196	0.227076746	NA
SMED30014101	0.36125846	NA
SMED30012164	0.289006768	NA
SMED30004677	0.331153588	NA
SMED30001366	0.264922871	NA
SMED30018010	0.289006768	NA
SMED30021516	1.220137728	NA
SMED30031278	0.289006768	NA
SMED30006725	0.289006768	NA
SMED30011377	0.289006768	NA
SMED30028160	0.36125846	NA
SMED30024151	0.264922871	NA
SMED30026942	1.788229376	NA
SMED30026086	0.347711268	NA
SMED30020359	0.748471411	NA
SMED30022314	1.086684844	NA
SMED30028366	0.763292627	NA
SMED30015763	0.437122736	NA
SMED30012706	0.895160436	NA
SMED30011583	0.132461435	NA
SMED30027364	0.113538373	NA
SMED30034859	0.132461435	NA
SMED30033190	0.132461435	NA
SMED30002094	0.132461435	NA
SMED30027107	0.132461435	NA
SMED30001721	0.113538373	NA
SMED30015948	2.295998211	NA
SMED30007461	0.113538373	NA
SMED30026425	0.132461435	NA
SMED30002368	0.113538373	NA
SMED30002606	0.132461435	NA
SMED30018246	0.132461435	NA
SMED30020627	0.099346076	NA
SMED30029723	0.132461435	NA
SMED30003188	0.132461435	NA
SMED30008883	0.132461435	NA
SMED30029789	0.132461435	NA
SMED30025686	0.132461435	NA
SMED30013877	0.132461435	NA
SMED30029414	0.132461435	NA
SMED30001103	0.132461435	NA
SMED30023747	0.088307624	NA
SMED30024479	0.132461435	NA
SMED30014315	0.132461435	NA
SMED30000085	0.132461435	NA
SMED30033309	0.113538373	NA
SMED30034250	0.132461435	NA
SMED30030116	0.264922871	NA
SMED30034123	0.113538373	NA
SMED30035022	0.132461435	NA
SMED30012226	0.132461435	NA
SMED30008030	1.394102319	NA
SMED30022801	0.132461435	NA
SMED30004816	0.132461435	NA
SMED30028454	2.384305835	NA
SMED30035597	0.879144731	NA
SMED30020202	0.681230239	NA
SMED30027818	0.662307176	NA
SMED30027376	0.397384306	NA
SMED30028026	1.231112163	NA
SMED30002588	0.925671677	NA
SMED30014645	0.625668907	NA
SMED30004178	0.963143299	NA
SMED30022636	1.245137492	NA
SMED30012329	0.70727115	NA
SMED30010635	0.604715248	NA
SMED30016001	0.687003376	NA
SMED30025397	0.864601837	NA
SMED30030384	0.630333726	NA
SMED30035456	1.241232254	NA
SMED30001830	1.300530455	NA
SMED30000872	0.635814889	NA
SMED30026237	0.592180534	NA
SMED30030406	1.640267135	NA
SMED30007534	0.958555386	NA
SMED30028022	0.6137817	NA
SMED30004358	0.490886495	NA
SMED30003480	0.730903277	NA
SMED30008465	0.851792369	NA
SMED30010710	0.935330994	NA
SMED30018978	1.28987037	NA
SMED30032105	3.179074447	NA
SMED30010879	0.539307272	NA
SMED30007630	0.454153492	NA
SMED30001074	2.861167002	NA
SMED30027816	0.798908032	NA
SMED30011344	0.771219912	NA
SMED30025127	0.423876593	NA
SMED30020579	0.423876593	NA
SMED30009718	0.423876593	NA
SMED30019325	1.031659405	NA
SMED30021768	2.497844208	NA
SMED30015955	0.723239437	NA
SMED30017484	0.739134809	NA
SMED30016826	0.74012827	NA
SMED30013145	1.707280721	NA
SMED30007350	1.328243433	NA
SMED30001361	0.879576238	NA
SMED30021694	0.815411952	NA
SMED30020273	1.331237425	NA
SMED30021992	0.830894458	NA
SMED30026970	1.018120133	NA
SMED30000293	0.810988379	NA
SMED30025807	0.99898613	NA
SMED30031690	0.548116284	NA
SMED30020288	0.548116284	NA
SMED30011571	0.548116284	NA
SMED30027184	0.969643807	NA
SMED30009232	1.39948386	NA
SMED30024593	1.372782147	NA
SMED30022612	1.211024628	NA
SMED30019606	0.454153492	NA
SMED30022350	0.454153492	NA
SMED30025243	0.529845741	NA
SMED30016358	1.211021525	NA
SMED30029861	0.794768612	NA
SMED30027368	1.235113383	NA
SMED30000653	0.794768612	NA
SMED30012605	0.829323769	NA
SMED30025778	0.703064541	NA
SMED30025335	0.6928752	NA
SMED30012489	0.561013138	NA
SMED30019552	0.869076246	NA
SMED30031537	0.582830315	NA
SMED30013606	1.043182806	NA
SMED30014460	0.873372101	NA
SMED30006887	0.895999302	NA
SMED30023662	0.546403421	NA
SMED30034613	1.236858652	NA
SMED30010441	0.974232492	NA
SMED30034173	0.414661884	NA
SMED30010650	1.22655335	NA
SMED30026920	0.433510152	NA
SMED30017090	0.799863282	NA
SMED30027005	0.713819957	NA
SMED30005562	1.536552649	NA
SMED30000055	0.764200588	NA
SMED30014462	0.483772198	NA
SMED30034196	0.529845741	NA
SMED30003934	0.433510152	NA
SMED30004899	0.433510152	NA
SMED30006335	0.454153492	NA
SMED30035216	1.255734406	NA
SMED30012936	0.469635998	NA
SMED30015073	0.896771	NA
SMED30014800	0.743676344	NA
SMED30003966	0.873199725	NA
SMED30029118	1.527445926	NA
SMED30008172	0.835948332	NA
SMED30030562	1.19944044	NA
SMED30017945	1.543685188	NA
SMED30023840	1.435328388	NA
SMED30004158	1.742377341	NA
SMED30014716	0.826401193	NA
SMED30029259	0.776908643	NA
SMED30029653	0.843262968	NA
SMED30028550	0.830894458	NA
SMED30005885	0.781182823	NA
SMED30009869	0.730327913	NA
SMED30023560	0.972104737	NA
SMED30008473	1.271629779	NA
SMED30026747	0.765602791	NA
SMED30018144	4.371227364	NA
SMED30033662	1.425102338	NA
SMED30006039	0.766881994	NA
SMED30028144	0.862891636	NA
SMED30030897	1.395939741	NA
SMED30031861	0.800102629	NA
SMED30019754	0.87111338	NA
SMED30026524	0.801928689	NA
SMED30034921	0.862891636	NA
SMED30023915	0.826742062	NA
SMED30003512	0.779913124	NA
SMED30028729	0.830712921	NA
SMED30025280	0.783730159	NA
SMED30009636	0.906164751	NA
SMED30015940	0.718557923	NA
