timepoint	epi	muscle	neuron
22_84_0_3	10dpa1	0.754815414967958	0.562407881323064	0.187320880333304
22_84_1_3	10dpa1	0.609824518639741	0.355625812710823	-0.0993352612412417
22_85_3	10dpa1	0.585365004912456	0.0995417191391523	0.22350422148047
22_86_0_3	10dpa1	0.145007923675287	0.725601235915839	0.180466652475487
22_86_1_3	10dpa1	0.188180810310663	0.383040238532907	0.299782578778289
22_88_3	10dpa1	0.536699197185827	0.16147035767576	0.0300946821296169
22_89_3	10dpa1	0.723939633317043	0.693857670067869	0.0246596547984472
24_9_3	10dpa1	0.519169774410557	0.624761328347718	-0.236963761877653
24_74_3	10dpa1	0.519108057841964	0.515848609860878	-0.140282601673152
24_75_0_3	10dpa1	0.55342493518449	0.458234722188918	0.0275165507528644
24_75_1_3	10dpa1	0.462421874274587	0.614932176632703	-0.133277478433338
24_77_0_3	10dpa1	0.705982595509292	0.526603288828265	-0.073439091237902
24_77_1_3	10dpa1	0.56247702987241	0.506192338428476	-0.0913070120176809
24_80_3	10dpa1	0.518575131457811	0.50395904106019	0.205265473290363
24_81_0_3	10dpa1	0.68766724831096	0.529847572539649	-0.0041580854304864
24_85_3	10dpa1	0.973411006570553	0.577873831200818	-0.140753186208859
24_89_3	10dpa1	0.393906789514824	0.716099530235798	0.195257550902409
24_90_3	10dpa1	0.61487916410762	0.533637875628985	-0.0209116332726648
24_94_3	10dpa1	0.517733853566019	0.760691306093839	0.140992172191696
24_97_0_3	10dpa1	0.512975997954118	0.41514093880826	-0.228600083389751
24_97_1_3	10dpa1	0.571243210967521	0.700206663787802	-0.0995262067729447
24_97_2_3	10dpa1	0.646041378928597	0.308230020240694	-0.264740923312035
24_98_3	10dpa1	0.372304946127057	0.734799887674721	0.282844242815644
24_99_0_3	10dpa1	0.640135063232705	0.286254361810271	-0.270793040288376
24_99_1_3	10dpa1	0.543955339322641	0.485785012961903	-0.0504324550772185
24_100_0_3	10dpa1	0.692698834518051	0.401171059510044	-0.0358276090812154
24_100_1_3	10dpa1	0.493636158674432	0.330861657762645	-0.172726757367599
24_101_0_3	10dpa1	0.83054117103528	0.121046203986831	0.00406441396490331
24_101_1_3	10dpa1	0.593542241549298	0.582777482527543	-0.08730532963947
3_6_3	10dpa1	0.482433988338806	0.572543246896809	-0.192543880023782
3_7_3	10dpa1	0.547634653715725	0.639475140046061	-0.0087931834961798
3_32_3	10dpa1	-0.268930322386481	0.473046046155134	-0.227023390010392
3_33_0_3	10dpa1	0.21267466730877	0.859241705942319	0.29345505329555
3_33_1_3	10dpa1	-0.00884937647575179	0.870606864387413	-0.266795997499883
3_34_3	10dpa1	0.528003760248061	0.475417801225959	-0.228828428729918
3_35_0_3	10dpa1	0.354918843849724	0.123254487257433	-0.172189839847822
3_35_1_3	10dpa1	0.347667654545251	0.375197553533124	-0.033788215926465
3_36_3	10dpa1	0.231957267285117	0.44061428950186	0.317698210101203
3_37_3	10dpa1	0.523938921811078	0.319720344628575	-0.299285543833554
3_39_0_3	10dpa1	0.294867536809743	0.567573534997892	-0.271038938299647
3_39_1_3	10dpa1	0.421661629485992	-0.373939018479752	-0.191035142056321
3_40_3	10dpa1	0.719994377329574	0.31531024435334	0.170113837659095
