time_simu	ARNT_act	ndk_act	ARNT_pred	ndk_pred	time_realp	ARNT_realp	ndk_realp	EGR1_act	hox4b_act	EGR1_pred	hox4b_pred	EGR1_realp	hox4b_realp	NFYA_act	glra1_act	NFYA_pred	glra1_pred	NFYA_realp	glra1_realp
11.5311	6.34613	11.5011	6.15843	10.0446				9.1294	6.626	6.86637	11.3008			7.89303	23.7776	7.48246	20.6024		
11.5592	6.3296	11.4672	6.15321	10.0333				9.10614	6.60763	6.85691	11.2946			7.8715	23.6887	7.47418	20.5728		
11.5872	6.31294	11.4328	6.14801	10.022				9.08244	6.58927	6.84744	11.2882			7.84959	23.5986	7.46593	20.5432		
11.6153	6.29613	11.3979	6.14281	10.0106				9.05832	6.57093	6.83796	11.2816			7.82731	23.5075	7.45769	20.5135		
11.6433	6.27919	11.3627	6.13762	9.9992				9.03377	6.55259	6.82848	11.2749			7.80466	23.4154	7.44947	20.4838		
11.6714	6.26211	11.327	6.13244	9.98777				9.0088	6.53427	6.81898	11.2681			7.78164	23.3222	7.44126	20.4539		
11.6995	6.2449	11.291	6.12727	9.97631				8.98341	6.51596	6.80948	11.2611			7.75826	23.2279	7.43307	20.424		
11.7275	6.22756	11.2545	6.1221	9.96482				8.95762	6.49765	6.79997	11.254			7.73453	23.1327	7.4249	20.3941		
11.7556	6.21009	11.2176	6.11694	9.95331				8.93142	6.47936	6.79046	11.2467			7.71044	23.0364	7.41675	20.364		
11.7836	6.19249	11.1803	6.1118	9.94176				8.90482	6.46108	6.78093	11.2393			7.686	22.9391	7.40861	20.3339		
11.8117	6.17476	11.1426	6.10665	9.9302				8.87782	6.4428	6.7714	11.2317			7.66122	22.8409	7.40049	20.3038		
11.8397	6.1569	11.1045	6.10152	9.9186				8.85044	6.42454	6.76186	11.224			7.63609	22.7417	7.39238	20.2735		
11.8678	6.13892	11.066	6.0964	9.90698				8.82267	6.40629	6.75232	11.2161			7.61063	22.6415	7.3843	20.2433		
11.8959	6.12082	11.0271	6.09128	9.89534				8.79452	6.38804	6.74277	11.2082			7.58484	22.5404	7.37623	20.2129		
11.9239	6.1026	10.9879	6.08617	9.88367				8.76599	6.36981	6.73322	11.2			7.55872	22.4383	7.36818	20.1825		
11.952	6.08426	10.9483	6.08108	9.87198				8.7371	6.35158	6.72366	11.1918			7.53228	22.3353	7.36015	20.1521		
11.98	6.0658	10.9083	6.07599	9.86026				8.70784	6.33337	6.71409	11.1834			7.50552	22.2314	7.35213	20.1216		
12.0081	6.04722	10.868	6.0709	9.84853				8.67822	6.31516	6.70452	11.1749			7.47845	22.1266	7.34413	20.091		
12.0361	6.02853	10.8273	6.06583	9.83677				8.64824	6.29696	6.69495	11.1662			7.45106	22.021	7.33616	20.0605		
12.0642	6.00973	10.7862	6.06076	9.82499				8.61792	6.27877	6.68538	11.1574			7.42337	21.9144	7.3282	20.0298		
12.0922	5.99081	10.7448	6.05571	9.81319				8.58725	6.26059	6.6758	11.1485			7.39538	21.807	7.32025	19.9991		
12.1203	5.97179	10.7031	6.05066	9.80137				8.55624	6.24241	6.66622	11.1395			7.36709	21.6987	7.31233	19.9684		
12.1484	5.95266	10.661	6.04562	9.78952				8.52489	6.22425	6.65663	11.1303			7.33851	21.5896	7.30442	19.9376		
12.1764	5.93342	10.6186	6.04059	9.77766				8.49322	6.20609	6.64704	11.121			7.30964	21.4797	7.29653	19.9068		
12.2045	5.91408	10.5759	6.03557	9.76578				8.46122	6.18794	6.63745	11.1115			7.28048	21.369	7.28867	19.8759		
12.2325	5.89463	10.5329	6.03056	9.75388				8.4289	6.1698	6.62786	11.102			7.25105	21.2574	7.28082	19.845		
12.2606	5.87508	10.4895	6.02555	9.74197				8.39627	6.15167	6.61827	11.0923			7.22134	21.1451	7.27298	19.8141		
12.2886	5.85544	10.4458	6.02056	9.73003				8.36332	6.13355	6.60868	11.0825			7.19135	21.032	7.26517	19.7831		
12.3167	5.83569	10.4018	6.01557	9.71808				8.33007	6.11543	6.59908	11.0726			7.16111	20.9182	7.25738	19.7521		
12.3447	5.81585	10.3576	6.01059	9.70611				8.29652	6.09732	6.58949	11.0625			7.13059	20.8035	7.2496	19.7211		
12.3728	5.79591	10.313	6.00563	9.69413				8.26268	6.07922	6.57989	11.0524			7.09982	20.6882	7.24185	19.69		
12.4009	5.77588	10.2681	6.00067	9.68213				8.22854	6.06112	6.5703	11.0421			7.0688	20.5721	7.23411	19.6589		
12.4289	5.75575	10.2229	5.99572	9.67011				8.19413	6.04304	6.5607	11.0317			7.03753	20.4553	7.2264	19.6278		
12.457	5.73554	10.1775	5.99078	9.65808				8.15943	6.02495	6.55111	11.0212			7.00601	20.3378	7.2187	19.5966		
12.485	5.71524	10.1318	5.98584	9.64604				8.12445	6.00688	6.54151	11.0105			6.97425	20.2197	7.21102	19.5654		
12.5131	5.69485	10.0858	5.98092	9.63398				8.08921	5.98881	6.53192	10.9998			6.94225	20.1008	7.20336	19.5342		
12.5411	5.67438	10.0396	5.97601	9.62191				8.0537	5.97075	6.52233	10.9889			6.91002	19.9813	7.19572	19.503		
12.5692	5.65382	9.99304	5.9711	9.60983				8.01793	5.9527	6.51274	10.9779			6.87756	19.8611	7.1881	19.4717		
12.5973	5.63318	9.94627	5.96621	9.59773				7.98191	5.93465	6.50316	10.9668			6.84488	19.7403	7.1805	19.4404		
12.6253	5.61246	9.89925	5.96132	9.58562				7.94563	5.91661	6.49357	10.9556			6.81197	19.6189	7.17292	19.4091		
12.6534	5.59166	9.85198	5.95644	9.5735				7.90911	5.89857	6.48399	10.9443			6.77886	19.4968	7.16536	19.3778		
12.6814	5.57078	9.80448	5.95158	9.56137				7.87235	5.88054	6.47441	10.9329			6.74553	19.3741	7.15782	19.3465		
12.7095	5.54983	9.75673	5.94672	9.54922				7.83536	5.86252	6.46483	10.9214			6.71199	19.2509	7.1503	19.3151		
12.7375	5.5288	9.70876	5.94187	9.53707				7.79814	5.8445	6.45526	10.9098			6.67826	19.1271	7.1428	19.2837		
12.7656	5.5077	9.66056	5.93703	9.52491				7.76069	5.82649	6.44569	10.898			6.64432	19.0027	7.13533	19.2523		
12.7936	5.48653	9.61214	5.9322	9.51273				7.72302	5.80848	6.43613	10.8862			6.61019	18.8777	7.12787	19.2209		
12.8217	5.46529	9.5635	5.92738	9.50055				7.68513	5.79048	6.42657	10.8743			6.57587	18.7522	7.12043	19.1895		
12.8498	5.44398	9.51465	5.92257	9.48836				7.64704	5.77249	6.41701	10.8622			6.54137	18.6262	7.11301	19.1581		
12.8778	5.42261	9.4656	5.91777	9.47616				7.60874	5.7545	6.40746	10.8501			6.50668	18.4997	7.10561	19.1267		
12.9059	5.40117	9.41634	5.91298	9.46395				7.57024	5.73651	6.39791	10.8379			6.47182	18.3727	7.09823	19.0953		
12.9339	5.37967	9.36689	5.9082	9.45174				7.53155	5.71853	6.38837	10.8255			6.43678	18.2451	7.09088	19.0638		
12.962	5.3581	9.31725	5.90343	9.43951				7.49267	5.70055	6.37884	10.8131			6.40158	18.1171	7.08354	19.0324		
12.99	5.33648	9.26742	5.89866	9.42728				7.4536	5.68258	6.36931	10.8005			6.36622	17.9886	7.07622	19.0009		
13.0181	5.3148	9.21741	5.89391	9.41505				7.41435	5.66461	6.35978	10.7879			6.33069	17.8597	7.06893	18.9694		
13.0462	5.29306	9.16723	5.88917	9.4028				7.37493	5.64665	6.35026	10.7752			6.29501	17.7303	7.06165	18.938		
13.0742	5.27127	9.11687	5.88443	9.39056				7.33533	5.62869	6.34075	10.7624			6.25918	17.6005	7.0544	18.9065		
13.1023	5.24943	9.06635	5.87971	9.3783				7.29557	5.61074	6.33125	10.7495			6.2232	17.4703	7.04717	18.8751		
13.1303	5.22753	9.01567	5.875	9.36605				7.25565	5.59279	6.32175	10.7365			6.18708	17.3397	7.03996	18.8436		
13.1584	5.20559	8.96483	5.87029	9.35378				7.21558	5.57484	6.31226	10.7234			6.15083	17.2086	7.03277	18.8121		
13.1864	5.18359	8.91385	5.8656	9.34152				7.17536	5.5569	6.30277	10.7102			6.11444	17.0772	7.0256	18.7807		
13.2145	5.16155	8.86271	5.86091	9.32924				7.13499	5.53896	6.2933	10.6969			6.07792	16.9455	7.01845	18.7492		
13.2425	5.13946	8.81144	5.85624	9.31697				7.09448	5.52102	6.28383	10.6836			6.04127	16.8133	7.01132	18.7178		
13.2706	5.11733	8.76003	5.85157	9.30469				7.05384	5.50309	6.27437	10.6701			6.0045	16.6809	7.00422	18.6863		
13.2987	5.09516	8.70849	5.84692	9.29241				7.01306	5.48516	6.26492	10.6566			5.96762	16.548	6.99713	18.6549		
13.3267	5.07295	8.65683	5.84227	9.28013				6.97216	5.46723	6.25547	10.643			5.93063	16.4149	6.99007	18.6235		
13.3548	5.0507	8.60504	5.83764	9.26784				6.93115	5.44931	6.24604	10.6293			5.89353	16.2815	6.98303	18.592		
13.3828	5.02841	8.55314	5.83302	9.25556				6.89001	5.43139	6.23661	10.6155			5.85632	16.1477	6.97601	18.5606		
13.4109	5.00609	8.50113	5.8284	9.24327				6.84877	5.41347	6.2272	10.6016			5.81902	16.0137	6.96901	18.5292		
13.4389	4.98373	8.44901	5.8238	9.23098				6.80742	5.39556	6.21779	10.5877			5.78162	15.8794	6.96204	18.4979		
13.467	4.96134	8.39679	5.8192	9.21869				6.76597	5.37765	6.20839	10.5737			5.74413	15.7449	6.95508	18.4665		
13.4951	4.93892	8.34448	5.81462	9.20639				6.72443	5.35974	6.199	10.5596			5.70655	15.6101	6.94815	18.4351		
13.5231	4.91647	8.29207	5.81004	9.1941				6.6828	5.34183	6.18962	10.5454			5.6689	15.4751	6.94124	18.4038		
13.5512	4.894	8.23958	5.80548	9.18181				6.64108	5.32392	6.18025	10.5311			5.63116	15.3398	6.93435	18.3724		
13.5792	4.87149	8.18702	5.80092	9.16952				6.59928	5.30602	6.17089	10.5168			5.59336	15.2044	6.92748	18.3411		
13.6073	4.84897	8.13437	5.79638	9.15723				6.55741	5.28812	6.16155	10.5024			5.55548	15.0687	6.92063	18.3098		
13.6353	4.82642	8.08166	5.79184	9.14494				6.51546	5.27022	6.15221	10.4879			5.51754	14.9329	6.91381	18.2786		
13.6634	4.80385	8.02888	5.78732	9.13266				6.47345	5.25232	6.14288	10.4734			5.47954	14.7969	6.90701	18.2473		
13.6915	4.78126	7.97603	5.78281	9.12037				6.43139	5.23442	6.13357	10.4588			5.44148	14.6607	6.90023	18.2161		
13.7195	4.75865	7.92314	5.7783	9.10809				6.38926	5.21653	6.12426	10.4441			5.40337	14.5244	6.89347	18.1849		
13.7476	4.73603	7.87019	5.77381	9.09581				6.34709	5.19863	6.11497	10.4293			5.36521	14.388	6.88674	18.1537		
13.7756	4.71339	7.8172	5.76933	9.08353				6.30487	5.18074	6.10569	10.4145			5.32701	14.2514	6.88002	18.1225		
13.8037	4.69074	7.76417	5.76485	9.07125				6.26261	5.16285	6.09642	10.3996			5.28877	14.1147	6.87333	18.0914		
13.8317	4.66808	7.7111	5.76039	9.05898				6.22032	5.14495	6.08716	10.3846			5.2505	13.9779	6.86666	18.0602		
13.8598	4.64541	7.65801	5.75594	9.04671				6.178	5.12706	6.07792	10.3696			5.2122	13.8411	6.86002	18.0291		
13.8878	4.62273	7.60489	5.7515	9.03445				6.13565	5.10917	6.06869	10.3545			5.17387	13.7041	6.85339	17.9981		
13.9159	4.60004	7.55174	5.74707	9.02219				6.09328	5.09128	6.05947	10.3393			5.13552	13.5671	6.84679	17.967		
13.944	4.57735	7.49859	5.74265	9.00993				6.0509	5.0734	6.05026	10.3241			5.09715	13.4301	6.84021	17.936		
13.972	4.55466	7.44542	5.73824	8.99768				6.0085	5.05551	6.04107	10.3088			5.05877	13.293	6.83365	17.905		
14.0001	4.53196	7.39225	5.73384	8.98543				5.9661	5.03762	6.03188	10.2934			5.02038	13.1558	6.82712	17.8741		
