time_simu	ARNT_act	ndk_act	ARNT_pred	ndk_pred	time_realp	ARNT_realp	ndk_realp	EGR1_act	hox4b_act	EGR1_pred	hox4b_pred	EGR1_realp	hox4b_realp	NFYA_act	glra1_act	NFYA_pred	glra1_pred	NFYA_realp	glra1_realp
5.58319	5.9838	9.89768	7.28486	10.3984				7.51474	7.31625	7.74135	8.20795			7.38754	18.0861	9.2342	21.439		
5.61125	5.98185	9.91242	7.28075	10.4146				7.5054	7.33288	7.74783	8.24146			7.36422	18.154	9.22903	21.481		
5.63931	5.98069	9.92701	7.27662	10.4305				7.49606	7.35018	7.75416	8.27489			7.34122	18.2218	9.22379	21.5224		
5.66736	5.98031	9.94147	7.27244	10.4462				7.48674	7.36815	7.76034	8.30824			7.31855	18.2896	9.21846	21.5632		
5.69542	5.98069	9.95582	7.26824	10.4616				7.47745	7.38674	7.76637	8.34151			7.29621	18.3573	9.21306	21.6033		
5.72348	5.98181	9.97005	7.26401	10.4767				7.46821	7.40594	7.77225	8.37469			7.2742	18.4249	9.20759	21.6428		
5.75153	5.98364	9.98418	7.25974	10.4916				7.45904	7.4257	7.77798	8.40779			7.25254	18.4925	9.20204	21.6817		
5.77959	5.98618	9.99822	7.25545	10.5062				7.44994	7.44601	7.78356	8.44079			7.23123	18.5601	9.19642	21.72		
5.80764	5.9894	10.0122	7.25112	10.5206				7.44093	7.46684	7.78899	8.4737			7.21028	18.6276	9.19073	21.7577		
5.8357	5.99328	10.0261	7.24677	10.5347				7.43203	7.48815	7.79428	8.50652			7.1897	18.6951	9.18497	21.7947		
5.86376	5.9978	10.0399	7.24239	10.5486				7.42325	7.50993	7.79942	8.53923			7.16949	18.7626	9.17914	21.8311		
5.89181	6.00294	10.0536	7.23798	10.5622				7.4146	7.53214	7.80441	8.57185			7.14966	18.83	9.17324	21.867		
5.91987	6.00869	10.0673	7.23354	10.5756				7.4061	7.55475	7.80926	8.60436			7.13022	18.8975	9.16727	21.9022		
5.94793	6.01502	10.081	7.22907	10.5887				7.39776	7.57775	7.81397	8.63676			7.11118	18.9649	9.16124	21.9368		
5.97598	6.02192	10.0947	7.22458	10.6016				7.3896	7.60109	7.81852	8.66905			7.09254	19.0324	9.15514	21.9709		
6.00404	6.02936	10.1083	7.22006	10.6142				7.38163	7.62476	7.82294	8.70124			7.07431	19.0998	9.14898	22.0043		
6.03209	6.03733	10.1219	7.21551	10.6266				7.37387	7.64872	7.82721	8.7333			7.05649	19.1672	9.14275	22.0371		
6.06015	6.04581	10.1355	7.21094	10.6388				7.36632	7.67295	7.83134	8.76526			7.0391	19.2347	9.13646	22.0694		
6.08821	6.05478	10.1491	7.20635	10.6507				7.35901	7.69741	7.83532	8.79709			7.02215	19.3022	9.13011	22.101		
6.11626	6.06421	10.1628	7.20173	10.6623				7.35194	7.72209	7.83917	8.8288			7.00562	19.3697	9.1237	22.1321		
6.14432	6.0741	10.1765	7.19708	10.6738				7.34514	7.74696	7.84287	8.86038			6.98955	19.4372	9.11723	22.1625		
6.17237	6.08441	10.1902	7.19241	10.685				7.33862	7.77197	7.84643	8.89184			6.97393	19.5048	9.1107	22.1924		
6.20043	6.09514	10.2039	7.18772	10.6959				7.33239	7.79712	7.84986	8.92317			6.95876	19.5724	9.10412	22.2217		
6.22849	6.10626	10.2177	7.183	10.7067				7.32646	7.82237	7.85314	8.95437			6.94407	19.64	9.09747	22.2505		
6.25654	6.11776	10.2316	7.17826	10.7172				7.32085	7.84769	7.85628	8.98543			6.92985	19.7077	9.09078	22.2786		
6.2846	6.1296	10.2456	7.1735	10.7275				7.31558	7.87306	7.85929	9.01636			6.91611	19.7755	9.08402	22.3062		
6.31266	6.14179	10.2596	7.16872	10.7375				7.31065	7.89844	7.86216	9.04715			6.90285	19.8433	9.07721	22.3332		
6.34071	6.15428	10.2737	7.16392	10.7473				7.30609	7.92381	7.8649	9.0778			6.8901	19.9111	9.07035	22.3596		
6.36877	6.16708	10.2879	7.15909	10.7569				7.3019	7.94914	7.86749	9.10831			6.87784	19.9791	9.06344	22.3855		
6.39682	6.18015	10.3023	7.15424	10.7663				7.2981	7.97441	7.86996	9.13867			6.8661	20.0471	9.05647	22.4108		
6.42488	6.19348	10.3167	7.14938	10.7754				7.29471	7.99959	7.87229	9.16889			6.85487	20.1152	9.04945	22.4355		
6.45294	6.20704	10.3313	7.14449	10.7844				7.29174	8.02464	7.87448	9.19895			6.84417	20.1834	9.04239	22.4597		
6.48099	6.22083	10.346	7.13958	10.7931				7.28921	8.04954	7.87654	9.22887			6.834	20.2516	9.03527	22.4833		
6.50905	6.23481	10.3609	7.13465	10.8016				7.28712	8.07427	7.87847	9.25863			6.82436	20.32	9.02811	22.5064		
6.53711	6.24898	10.3759	7.12971	10.8098				7.28549	8.09879	7.88027	9.28823			6.81528	20.3885	9.02089	22.5289		
6.56516	6.26331	10.3911	7.12474	10.8179				7.28434	8.12308	7.88194	9.31768			6.80674	20.457	9.01364	22.5509		
6.59322	6.27778	10.4065	7.11976	10.8257				7.28368	8.14711	7.88348	9.34697			6.79877	20.5257	9.00633	22.5723		
6.62127	6.29237	10.422	7.11476	10.8334				7.28353	8.17085	7.88489	9.3761			6.79136	20.5945	8.99898	22.5932		
6.64933	6.30707	10.4378	7.10974	10.8408				7.2839	8.19428	7.88617	9.40507			6.78453	20.6635	8.99159	22.6135		
6.67739	6.32185	10.4537	7.1047	10.848				7.2848	8.21736	7.88733	9.43387			6.77828	20.7325	8.98415	22.6333		
6.70544	6.3367	10.4699	7.09965	10.855				7.28625	8.24007	7.88835	9.4625			6.77261	20.8017	8.97667	22.6526		
6.7335	6.35159	10.4863	7.09458	10.8618				7.28826	8.26238	7.88926	9.49096			6.76755	20.871	8.96914	22.6714		
6.76156	6.36651	10.5029	7.08949	10.8684				7.29085	8.28427	7.89003	9.51926			6.76308	20.9405	8.96158	22.6896		
6.78961	6.38144	10.5197	7.08439	10.8748				7.29403	8.3057	7.89068	9.54738			6.75923	21.0101	8.95397	22.7073		
6.81767	6.39636	10.5368	7.07927	10.881				7.29781	8.32665	7.89121	9.57533			6.75599	21.0799	8.94633	22.7244		
6.84573	6.41125	10.5542	7.07414	10.887				7.30222	8.34709	7.89162	9.6031			6.75338	21.1498	8.93864	22.7411		
6.87378	6.42608	10.5718	7.06899	10.8928				7.30726	8.36699	7.8919	9.63069			6.7514	21.2199	8.93092	22.7572		
6.90184	6.44085	10.5897	7.06382	10.8984				7.31294	8.38633	7.89206	9.6581			6.75006	21.2901	8.92316	22.7728		
6.92989	6.45553	10.6079	7.05865	10.9038				7.31929	8.40507	7.89211	9.68534			6.74936	21.3605	8.91536	22.788		
6.95795	6.4701	10.6264	7.05345	10.909				7.32632	8.42319	7.89203	9.71239			6.74932	21.4311	8.90752	22.8026		
6.98601	6.48454	10.6452	7.04824	10.914				7.33404	8.44066	7.89183	9.73926			6.74993	21.5019	8.89965	22.8167		
7.01406	6.49884	10.6643	7.04302	10.9188				7.34246	8.45746	7.89152	9.76594			6.75122	21.5729	8.89174	22.8303		
7.04212	6.51298	10.6837	7.03779	10.9234				7.35159	8.47357	7.89109	9.79243			6.75318	21.6441	8.8838	22.8434		
7.07017	6.52697	10.7034	7.03254	10.9279				7.36141	8.489	7.89055	9.81874			6.75581	21.7154	8.87583	22.856		
7.09823	6.5408	10.7235	7.02728	10.9321				7.37191	8.50376	7.88988	9.84486			6.7591	21.787	8.86782	22.8681		
7.12629	6.55447	10.7438	7.02201	10.9362				7.38307	8.51785	7.88911	9.87078			6.76303	21.8587	8.85978	22.8797		
7.15434	6.56798	10.7643	7.01672	10.94				7.39489	8.53128	7.88822	9.89652			6.76761	21.9305	8.85171	22.8909		
7.1824	6.58133	10.7852	7.01142	10.9437				7.40735	8.54405	7.88722	9.92205			6.7728	22.0024	8.8436	22.9015		
7.21046	6.59452	10.8063	7.00611	10.9472				7.42043	8.55618	7.8861	9.9474			6.77861	22.0744	8.83547	22.9117		
7.23851	6.60755	10.8276	7.00079	10.9506				7.43413	8.56767	7.88488	9.97254			6.78502	22.1465	8.8273	22.9214		
7.26657	6.62042	10.8492	6.99546	10.9537				7.44842	8.57852	7.88354	9.99749			6.79202	22.2187	8.81911	22.9306		
7.29462	6.63313	10.871	6.99011	10.9567				7.4633	8.58875	7.8821	10.0222			6.79959	22.2909	8.81088	22.9394		
7.32268	6.64567	10.893	6.98476	10.9595				7.47876	8.59835	7.88054	10.0468			6.80772	22.3631	8.80263	22.9477		
7.35074	6.65805	10.9153	6.97939	10.9621				7.49477	8.60735	7.87888	10.0711			6.81641	22.4354	8.79435	22.9555		
7.37879	6.67027	10.9377	6.97402	10.9645				7.51133	8.61573	7.87711	10.0953			6.82563	22.5076	8.78605	22.9629		
7.40685	6.68232	10.9603	6.96863	10.9668				7.52842	8.62351	7.87524	10.1192			6.83538	22.5798	8.77771	22.9698		
7.43491	6.6942	10.9831	6.96323	10.9689				7.54603	8.6307	7.87326	10.143			6.84565	22.6519	8.76935	22.9762		
7.46296	6.70592	11.0061	6.95783	10.9708				7.56415	8.6373	7.87118	10.1665			6.85642	22.724	8.76097	22.9822		
7.49102	6.71747	11.0292	6.95241	10.9726				7.58276	8.64332	7.86899	10.1898			6.86768	22.796	8.75256	22.9878		
7.51907	6.72886	11.0525	6.94699	10.9742				7.60185	8.64877	7.8667	10.2129			6.87942	22.8679	8.74412	22.9929		
7.54713	6.74007	11.0759	6.94156	10.9756				7.6214	8.65364	7.86431	10.2358			6.89162	22.9396	8.73567	22.9976		
7.57519	6.75112	11.0994	6.93612	10.9769				7.64141	8.65796	7.86182	10.2585			6.90428	23.0112	8.72719	23.0018		
7.60324	6.76199	11.1231	6.93066	10.978				7.66186	8.66172	7.85923	10.281			6.91739	23.0827	8.71868	23.0056		
7.6313	6.7727	11.1469	6.92521	10.9789				7.68273	8.66494	7.85654	10.3033			6.93092	23.154	8.71016	23.009		
7.65936	6.78323	11.1707	6.91974	10.9797				7.70401	8.66761	7.85375	10.3253			6.94487	23.2251	8.70161	23.0119		
7.68741	6.79359	11.1947	6.91427	10.9803				7.7257	8.66975	7.85086	10.3472			6.95923	23.2959	8.69304	23.0144		
7.71547	6.80378	11.2187	6.90878	10.9808				7.74777	8.67136	7.84788	10.3688			6.97398	23.3666	8.68445	23.0165		
7.74353	6.8138	11.2429	6.90329	10.9811				7.77021	8.67245	7.8448	10.3902			6.98911	23.437	8.67584	23.0181		
7.77158	6.82364	11.267	6.8978	10.9812				7.79302	8.67302	7.84162	10.4114			7.00462	23.5071	8.66722	23.0194		
7.79964	6.83331	11.2913	6.89229	10.9812				7.81616	8.67308	7.83836	10.4324			7.02048	23.5769	8.65857	23.0202		
7.82769	6.8428	11.3156	6.88678	10.981				7.83965	8.67265	7.835	10.4532			7.03668	23.6465	8.6499	23.0206		
7.85575	6.85211	11.3399	6.88127	10.9807				7.86345	8.67172	7.83154	10.4738			7.05322	23.7157	8.64122	23.0206		
7.88381	6.86125	11.3642	6.87574	10.9802				7.88755	8.6703	7.828	10.4941			7.07009	23.7846	8.63251	23.0202		
7.91186	6.87021	11.3886	6.87022	10.9796				7.91195	8.6684	7.82436	10.5142			7.08726	23.8531	8.6238	23.0194		
7.93992	6.879	11.4129	6.86468	10.9789				7.93663	8.66602	7.82064	10.5341			7.10473	23.9212	8.61506	23.0182		
7.96798	6.8876	11.4373	6.85914	10.9779				7.96158	8.66318	7.81682	10.5538			7.12248	23.9889	8.60631	23.0167		
7.99603	6.89602	11.4616	6.85359	10.9769				7.98677	8.65987	7.81292	10.5732			7.14051	24.0563	8.59754	23.0147		
8.02409	6.90427	11.4859	6.84804	10.9757				8.01221	8.65611	7.80893	10.5924			7.1588	24.1232	8.58876	23.0123		
8.05214	6.91233	11.5102	6.84248	10.9743				8.03787	8.6519	7.80485	10.6115			7.17733	24.1896	8.57996	23.0095		
8.0802	6.92021	11.5344	6.83692	10.9729				8.06375	8.64725	7.80069	10.6302			7.19611	24.2556	8.57115	23.0064		
8.10826	6.92791	11.5586	6.83135	10.9712				8.08982	8.64216	7.79644	10.6488			7.21511	24.321	8.56232	23.0029		
8.13631	6.93542	11.5827	6.82578	10.9695				8.11608	8.63664	7.79211	10.6671			7.23432	24.386	8.55348	22.999		
8.16437	6.94276	11.6067	6.82021	10.9676				8.14252	8.6307	7.7877	10.6853			7.25373	24.4505	8.54463	22.9947		
8.19243	6.9499	11.6307	6.81463	10.9655				8.16911	8.62435	7.7832	10.7032			7.27334	24.5144	8.53576	22.9901		
8.22048	6.95686	11.6545	6.80904	10.9633				8.19585	8.61759	7.77862	10.7208			7.29311	24.5777	8.52688	22.9851		
8.24854	6.96364	11.6783	6.80345	10.961				8.22272	8.61042	7.77396	10.7383			7.31306	24.6405	8.51799	22.9797		
8.27659	6.97023	11.7019	6.79786	10.9586				8.24971	8.60286	7.76923	10.7555			7.33315	24.7027	8.50909	22.974		
8.30465	6.97663	11.7255	6.79227	10.956				8.27681	8.59491	7.76441	10.7725			7.35339	24.7642	8.50018	22.9679		
8.33271	6.98285	11.7489	6.78667	10.9533				8.304	8.58658	7.75951	10.7893			7.37375	24.8252	8.49126	22.9614		
8.36076	6.98887	11.7721	6.78107	10.9505				8.33127	8.57787	7.75454	10.8058			7.39423	24.8854	8.48232	22.9546		
8.38882	6.99471	11.7952	6.77546	10.9475				8.35861	8.56879	7.74949	10.8221			7.41482	24.945	8.47338	22.9475		
8.41687	7.00035	11.8182	6.76985	10.9444				8.386	8.55936	7.74436	10.8382			7.43549	25.004	8.46443	22.94		
8.44493	7.00581	11.8409	6.76424	10.9412				8.41342	8.54956	7.73916	10.8541			7.45625	25.0622	8.45547	22.9322		
8.47299	7.01107	11.8635	6.75863	10.9378				8.44088	8.53942	7.73388	10.8697			7.47707	25.1197	8.4465	22.924		
8.50104	7.01615	11.8859	6.75301	10.9344				8.46834	8.52893	7.72853	10.8851			7.49795	25.1764	8.43752	22.9155		
8.5291	7.02103	11.9081	6.74739	10.9308				8.49581	8.51811	7.72311	10.9003			7.51888	25.2324	8.42854	22.9067		
8.55716	7.02571	11.9301	6.74177	10.927				8.52326	8.50695	7.71762	10.9153			7.53983	25.2876	8.41954	22.8975		
8.58521	7.0302	11.9519	6.73615	10.9232				8.55069	8.49548	7.71205	10.93			7.5608	25.342	8.41054	22.888		
8.61327	7.0345	11.9734	6.73053	10.9193				8.57807	8.48369	7.70642	10.9445			7.58179	25.3956	8.40154	22.8781		
8.64133	7.0386	11.9948	6.7249	10.9152				8.6054	8.47159	7.70071	10.9588			7.60276	25.4483	8.39252	22.868		
8.66938	7.04251	12.0158	6.71927	10.911				8.63266	8.45918	7.69494	10.9729			7.62372	25.5002	8.3835	22.8575		
8.69744	7.04621	12.0366	6.71365	10.9067				8.65985	8.44648	7.68909	10.9867			7.64466	25.5513	8.37448	22.8467		
8.72549	7.04972	12.0572	6.70802	10.9023				8.68694	8.43349	7.68318	11.0003			7.66555	25.6014	8.36545	22.8356		
8.75355	7.05304	12.0774	6.70239	10.8977				8.71392	8.42022	7.67721	11.0137			7.68638	25.6507	8.35641	22.8242		
8.78161	7.05615	12.0974	6.69675	10.8931				8.74078	8.40667	7.67117	11.0268			7.70716	25.699	8.34737	22.8125		
8.80966	7.05906	12.1171	6.69112	10.8883				8.76751	8.39285	7.66506	11.0397			7.72785	25.7463	8.33833	22.8005		
8.83772	7.06178	12.1365	6.68549	10.8834				8.79409	8.37877	7.65889	11.0524			7.74846	25.7928	8.32928	22.7882		
8.86578	7.06429	12.1555	6.67985	10.8785				8.8205	8.36443	7.65265	11.0649			7.76896	25.8382	8.32023	22.7756		
8.89383	7.0666	12.1743	6.67422	10.8734				8.84675	8.34984	7.64636	11.0772			7.78935	25.8826	8.31117	22.7627		
8.92189	7.0687	12.1927	6.66859	10.8682				8.87281	8.33501	7.64	11.0892			7.80962	25.926	8.30212	22.7495		
8.94994	7.07061	12.2107	6.66295	10.8629				8.89867	8.31994	7.63357	11.101			7.82975	25.9684	8.29306	22.736		
8.978	7.07231	12.2284	6.65732	10.8575				8.92431	8.30464	7.62709	11.1126			7.84972	26.0097	8.28399	22.7222		
9.00606	7.07381	12.2458	6.65168	10.8519				8.94973	8.28912	7.62055	11.1239			7.86954	26.05	8.27493	22.7081		
9.03411	7.0751	12.2628	6.64605	10.8463				8.9749	8.27338	7.61395	11.135			7.88918	26.0891	8.26586	22.6938		
9.06217	7.07618	12.2793	6.64042	10.8406				8.99983	8.25743	7.60729	11.1459			7.90864	26.1272	8.25679	22.6791		
9.09023	7.07706	12.2955	6.63478	10.8348				9.02448	8.24128	7.60057	11.1566			7.9279	26.1641	8.24773	22.6642		
9.11828	7.07773	12.3113	6.62915	10.8289				9.04886	8.22493	7.5938	11.1671			7.94695	26.1999	8.23866	22.6491		
9.14634	7.07819	12.3267	6.62352	10.8229				9.07294	8.20839	7.58697	11.1773			7.96577	26.2345	8.22959	22.6336		
9.17439	7.07845	12.3417	6.61789	10.8167				9.09671	8.19166	7.58008	11.1873			7.98436	26.268	8.22052	22.6179		
9.20245	7.07849	12.3562	6.61226	10.8105				9.12016	8.17476	7.57314	11.1971			8.00271	26.3002	8.21145	22.6019		
9.23051	7.07832	12.3703	6.60663	10.8042				9.14328	8.15769	7.56615	11.2067			8.0208	26.3313	8.20238	22.5857		
9.25856	7.07795	12.3839	6.60101	10.7978				9.16605	8.14046	7.5591	11.216			8.03861	26.361	8.19331	22.5692		
9.28662	7.07736	12.3971	6.59538	10.7913				9.18847	8.12306	7.552	11.2251			8.05615	26.3896	8.18424	22.5524		
9.31467	7.07656	12.4098	6.58976	10.7847				9.2105	8.10552	7.54484	11.234			8.07339	26.4169	8.17517	22.5354		
9.34273	7.07555	12.422	6.58413	10.778				9.23216	8.08783	7.53764	11.2427			8.09032	26.4428	8.16611	22.5182		
9.37079	7.07432	12.4337	6.57851	10.7713				9.25341	8.07001	7.53038	11.2512			8.10693	26.4675	8.15705	22.5007		
9.39884	7.07288	12.445	6.57289	10.7644				9.27424	8.05205	7.52307	11.2594			8.12322	26.4908	8.14798	22.4829		
9.4269	7.07122	12.4557	6.56728	10.7574				9.29465	8.03398	7.51572	11.2674			8.13916	26.5128	8.13893	22.4649		
9.45496	7.06935	12.4659	6.56166	10.7504				9.31462	8.01578	7.50832	11.2752			8.15474	26.5335	8.12987	22.4467		
9.48301	7.06726	12.4756	6.55605	10.7433				9.33414	7.99747	7.50086	11.2828			8.16996	26.5527	8.12082	22.4282		
9.51107	7.06496	12.4847	6.55044	10.736				9.35318	7.97906	7.49336	11.2902			8.1848	26.5706	8.11177	22.4095		
9.53913	7.06244	12.4933	6.54483	10.7287				9.37175	7.96055	7.48582	11.2974			8.19924	26.587	8.10272	22.3906		
9.56718	7.05969	12.5014	6.53923	10.7214				9.38982	7.94195	7.47822	11.3043			8.21329	26.602	8.09368	22.3714		
9.59524	7.05673	12.5089	6.53363	10.7139				9.40739	7.92327	7.47058	11.311			8.22691	26.6155	8.08464	22.352		
9.62329	7.05355	12.5158	6.52803	10.7063				9.42444	7.9045	7.4629	11.3175			8.24011	26.6276	8.0756	22.3324		
9.65135	7.05015	12.5221	6.52243	10.6987				9.44095	7.88567	7.45517	11.3238			8.25287	26.6382	8.06657	22.3126		
9.67941	7.04653	12.5278	6.51684	10.691				9.45692	7.86677	7.4474	11.3299			8.26518	26.6473	8.05755	22.2925		
9.70746	7.04269	12.5329	6.51124	10.6832				9.47232	7.84781	7.43959	11.3358			8.27703	26.6548	8.04853	22.2723		
9.73552	7.03862	12.5374	6.50566	10.6753				9.48715	7.82881	7.43173	11.3415			8.2884	26.6608	8.03951	22.2518		
9.76357	7.03433	12.5413	6.50007	10.6674				9.5014	7.80976	7.42383	11.3469			8.29928	26.6652	8.0305	22.2311		
9.79163	7.02982	12.5445	6.49449	10.6593				9.51504	7.79067	7.41589	11.3521			8.30966	26.6681	8.0215	22.2102		
9.81969	7.02508	12.5471	6.48891	10.6512				9.52807	7.77154	7.40791	11.3572			8.31953	26.6693	8.0125	22.1891		
9.84774	7.02012	12.549	6.48334	10.6431				9.54047	7.7524	7.39989	11.362			8.32887	26.669	8.0035	22.1677		
9.8758	7.01493	12.5503	6.47777	10.6348				9.55223	7.73323	7.39184	11.3666			8.33768	26.667	7.99452	22.1462		
9.90386	7.00951	12.5509	6.4722	10.6265				9.56334	7.71406	7.38374	11.371			8.34594	26.6633	7.98554	22.1245		
9.93191	7.00387	12.5508	6.46664	10.6181				9.57378	7.69488	7.3756	11.3752			8.35363	26.658	7.97656	22.1026		
9.95997	6.998	12.55	6.46108	10.6096				9.58354	7.6757	7.36743	11.3792			8.36076	26.651	7.9676	22.0805		
9.98803	6.9919	12.5486	6.45552	10.6011				9.59261	7.65653	7.35922	11.383			8.3673	26.6422	7.95864	22.0582		
10.0161	6.98557	12.5464	6.44997	10.5924				9.60097	7.63737	7.35097	11.3866			8.37325	26.6318	7.94969	22.0357		
10.0441	6.97901	12.5435	6.44443	10.5838				9.60862	7.61823	7.34269	11.3899			8.37858	26.6196	7.94074	22.013		
10.0722	6.97222	12.5399	6.43888	10.575				9.61557	7.59911	7.33437	11.3931			8.38331	26.6056	7.93181	21.9902		
10.1003	6.96521	12.5356	6.43335	10.5662				9.62182	7.58001	7.32602	11.3961			8.38742	26.5899	7.92288	21.9671		
10.1283	6.95797	12.5305	6.42781	10.5573				9.62737	7.56092	7.31763	11.3989			8.39094	26.5725	7.91396	21.9439		
10.1564	6.95051	12.5248	6.42228	10.5484				9.63223	7.54186	7.30921	11.4014			8.39385	26.5534	7.90505	21.9205		
10.1844	6.94283	12.5185	6.41676	10.5393				9.63641	7.5228	7.30076	11.4038			8.39618	26.5326	7.89615	21.8969		
10.2125	6.93494	12.5114	6.41124	10.5303				9.6399	7.50377	7.29228	11.406			8.39791	26.51	7.88725	21.8732		
10.2405	6.92682	12.5036	6.40572	10.5211				9.64272	7.48475	7.28376	11.4079			8.39905	26.4859	7.87837	21.8493		
10.2686	6.91849	12.4952	6.40021	10.5119				9.64488	7.46575	7.27521	11.4097			8.39962	26.46	7.86949	21.8252		
10.2966	6.90994	12.4861	6.39471	10.5026				9.64636	7.44677	7.26663	11.4113			8.3996	26.4325	7.86063	21.8009		
10.3247	6.90118	12.4764	6.38921	10.4933				9.64719	7.4278	7.25802	11.4127			8.39902	26.4034	7.85177	21.7765		
10.3528	6.89221	12.4659	6.38371	10.4839				9.64736	7.40885	7.24939	11.4139			8.39786	26.3727	7.84292	21.752		
10.3808	6.88303	12.4549	6.37822	10.4745				9.64688	7.38991	7.24072	11.4149			8.39614	26.3403	7.83409	21.7272		
10.4089	6.87364	12.4432	6.37274	10.465				9.64576	7.37099	7.23202	11.4157			8.39386	26.3063	7.82526	21.7023		
10.4369	6.86405	12.4308	6.36726	10.4554				9.644	7.35209	7.2233	11.4163			8.39103	26.2708	7.81645	21.6773		
10.465	6.85425	12.4178	6.36178	10.4458				9.6416	7.3332	7.21455	11.4167			8.38764	26.2337	7.80764	21.6521		
10.493	6.84425	12.4042	6.35631	10.4361				9.63857	7.31433	7.20577	11.4169			8.38371	26.195	7.79885	21.6268		
10.5211	6.83405	12.3899	6.35085	10.4263				9.63492	7.29547	7.19696	11.417			8.37924	26.1548	7.79006	21.6013		
10.5491	6.82364	12.3751	6.34539	10.4165				9.63065	7.27663	7.18813	11.4168			8.37422	26.113	7.78129	21.5756		
10.5772	6.81304	12.3596	6.33994	10.4067				9.62576	7.25781	7.17927	11.4165			8.36868	26.0697	7.77253	21.5498		
10.6053	6.80224	12.3435	6.33449	10.3968				9.62026	7.239	7.17039	11.416			8.3626	26.0249	7.76378	21.5239		
10.6333	6.79125	12.3267	6.32905	10.3868				9.61416	7.2202	7.16149	11.4153			8.35599	25.9786	7.75504	21.4979		
10.6614	6.78006	12.3094	6.32362	10.3768				9.60746	7.20142	7.15256	11.4144			8.34887	25.9308	7.74631	21.4717		
10.6894	6.76868	12.2915	6.31819	10.3668				9.60016	7.18266	7.1436	11.4133			8.34123	25.8815	7.7376	21.4453		
10.7175	6.75711	12.273	6.31277	10.3567				9.59227	7.16391	7.13463	11.412			8.33308	25.8307	7.7289	21.4189		
10.7455	6.74536	12.2539	6.30735	10.3465				9.5838	7.14517	7.12563	11.4106			8.32441	25.7785	7.7202	21.3923		
10.7736	6.73341	12.2342	6.30194	10.3363				9.57475	7.12645	7.11661	11.409			8.31525	25.7249	7.71153	21.3655		
10.8017	6.72128	12.214	6.29654	10.3261				9.56512	7.10774	7.10756	11.4072			8.30558	25.6698	7.70286	21.3387		
10.8297	6.70897	12.1932	6.29114	10.3158				9.55493	7.08905	7.0985	11.4052			8.29542	25.6134	7.69421	21.3117		
10.8578	6.69647	12.1718	6.28575	10.3054				9.54416	7.07037	7.08942	11.4031			8.28477	25.5555	7.68557	21.2846		
10.8858	6.6838	12.1498	6.28036	10.295				9.53284	7.05171	7.08031	11.4007			8.27363	25.4962	7.67694	21.2574		
10.9139	6.67094	12.1273	6.27499	10.2846				9.52097	7.03306	7.07119	11.3982			8.26201	25.4356	7.66833	21.23		
10.9419	6.65791	12.1042	6.26961	10.2741				9.50854	7.01442	7.06204	11.3956			8.24991	25.3736	7.65973	21.2026		
10.97	6.6447	12.0806	6.26425	10.2636				9.49557	6.9958	7.05288	11.3927			8.23734	25.3102	7.65114	21.175		
10.998	6.63132	12.0564	6.25889	10.253				9.48206	6.97719	7.0437	11.3897			8.2243	25.2455	7.64257	21.1473		
11.0261	6.61777	12.0318	6.25354	10.2424				9.46801	6.95859	7.0345	11.3865			8.21079	25.1795	7.63401	21.1195		
11.0542	6.60404	12.0065	6.24819	10.2317				9.45343	6.94001	7.02529	11.3831			8.19682	25.1121	7.62546	21.0916		
11.0822	6.59015	11.9808	6.24286	10.221				9.43833	6.92144	7.01605	11.3796			8.1824	25.0434	7.61693	21.0636		
11.1103	6.57608	11.9545	6.23752	10.2103				9.42271	6.90288	7.0068	11.3759			8.16752	24.9735	7.60842	21.0355		
11.1383	6.56186	11.9277	6.2322	10.1995				9.40657	6.88434	6.99754	11.372			8.1522	24.9023	7.59991	21.0073		
11.1664	6.54746	11.9004	6.22688	10.1887				9.38993	6.8658	6.98826	11.368			8.13643	24.8298	7.59143	20.979		
11.1944	6.53291	11.8726	6.22157	10.1778				9.37278	6.84729	6.97896	11.3638			8.12022	24.756	7.58295	20.9505		
11.2225	6.51819	11.8443	6.21627	10.1669				9.35513	6.82878	6.96965	11.3594			8.10358	24.681	7.57449	20.922		
11.2506	6.50331	11.8155	6.21097	10.156				9.33698	6.81029	6.96032	11.3549			8.0865	24.6048	7.56605	20.8934		
11.2786	6.48828	11.7862	6.20569	10.145				9.31834	6.7918	6.95098	11.3502			8.069	24.5274	7.55762	20.8647		
11.3067	6.47309	11.7564	6.2004	10.134				9.29922	6.77333	6.94163	11.3453			8.05108	24.4487	7.54921	20.8359		
11.3347	6.45774	11.7261	6.19513	10.1229				9.27962	6.75488	6.93227	11.3403			8.03274	24.3689	7.54081	20.807		
11.3628	6.44224	11.6953	6.18986	10.1118				9.25955	6.73643	6.92289	11.3351			8.01399	24.2879	7.53242	20.778		
11.3908	6.42659	11.6641	6.18461	10.1007				9.239	6.718	6.91349	11.3298			7.99483	24.2057	7.52406	20.749		
11.4189	6.41079	11.6324	6.17935	10.0896				9.21799	6.69957	6.90409	11.3243			7.97526	24.1223	7.51571	20.7198		
11.447	6.39485	11.6003	6.17411	10.0784				9.19652	6.68116	6.89468	11.3187			7.95529	24.0378	7.50737	20.6906		
11.475	6.37875	11.5677	6.16887	10.0672				9.17459	6.66276	6.88525	11.3129			7.93493	23.9522	7.49905	20.6613		
11.5031	6.36251	11.5346	6.16365	10.0559				9.15222	6.64437	6.87581	11.3069			7.91417	23.8655	7.49074	20.6319		
