hood_inte.seurat_clusters	timepoint	cell_number	total_number	ratio	color	arr_x	arr_y	y	x
c31	10dpa1	19	21084	0.0009011572756592677	#68188c	31	6	6	23
c31	12hpa2	12	18644	0.0006436387041407423	#68188c	31	1	1	23
c31	14dpa1	15	14030	0.0010691375623663579	#68188c	31	7	7	23
c31	36hpa2	418	30110	0.013882431086017935	#68188c	31	2	2	23
c31	3dpa2	452	23509	0.019226679144157557	#68188c	31	3	3	23
c31	5dpa1	436	16761	0.02601276773462204	#68188c	31	4	4	23
c31	7dpa2	455	8048	0.05653578528827038	#68188c	31	5	5	23
c32	0hpa1	284	15681	0.018111089853963397	#450059	32	0	0	17
c32	10dpa1	408	21084	0.01935116676152533	#450059	32	6	6	17
c32	12hpa2	52	18644	0.0027891010512765503	#450059	32	1	1	17
c32	14dpa1	78	14030	0.00555951532430506	#450059	32	7	7	17
c32	36hpa2	115	30110	0.0038193291265360345	#450059	32	2	2	17
c32	3dpa2	45	23509	0.0019141605342634736	#450059	32	3	3	17
c32	5dpa1	14	16761	0.0008352723584511664	#450059	32	4	4	17
c32	7dpa2	14	8048	0.0017395626242544733	#450059	32	5	5	17
c33	0hpa1	116	15681	0.007397487405139978	#a532a1	33	0	0	16
c33	10dpa1	75	21084	0.0035571997723392148	#a532a1	33	6	6	16
c33	12hpa2	139	18644	0.007455481656296932	#a532a1	33	1	1	16
c33	14dpa1	30	14030	0.0021382751247327157	#a532a1	33	7	7	16
c33	36hpa2	107	30110	0.0035536366655596146	#a532a1	33	2	2	16
c33	3dpa2	23	23509	0.000978348717512442	#a532a1	33	3	3	16
c34	0hpa1	14	15681	0.000892800204068618	#ab5c9d	34	0	0	18
c34	12hpa2	70	18644	0.0037545591074876635	#ab5c9d	34	1	1	18
c34	36hpa2	54	30110	0.0017934241115908336	#ab5c9d	34	2	2	18
c34	3dpa2	55	23509	0.0023395295418775787	#ab5c9d	34	3	3	18
c35	3dpa2	38	23509	0.0016164022289335998	#6a1d5f	35	3	3	19
c4	0hpa1	448	15681	0.028569606530195777	#c92f31	4	0	0	1
c4	10dpa1	262	21084	0.012426484538038324	#c92f31	4	6	6	1
c4	12hpa2	1034	18644	0.05546020167346063	#c92f31	4	1	1	1
c4	14dpa1	197	14030	0.014041339985744833	#c92f31	4	7	7	1
c4	36hpa2	1707	30110	0.05669212886084357	#c92f31	4	2	2	1
c4	3dpa2	5	23509	0.00021268450380705262	#c92f31	4	3	3	1
c5	0hpa1	424	15681	0.027039091894649574	#cc5046	5	0	0	5
c5	10dpa1	40	21084	0.0018971732119142477	#cc5046	5	6	6	5
c5	12hpa2	219	18644	0.011746406350568547	#cc5046	5	1	1	5
c5	14dpa1	46	14030	0.003278688524590164	#cc5046	5	7	7	5
c5	36hpa2	1250	30110	0.04151444702756559	#cc5046	5	2	2	5
c5	3dpa2	50	23509	0.0021268450380705264	#cc5046	5	3	3	5
c5	5dpa1	32	16761	0.0019091939621740945	#cc5046	5	4	4	5
c5	7dpa2	7	8048	0.0008697813121272366	#cc5046	5	5	5	5
c6	0hpa1	322	15681	0.020534404693578215	#772923	6	0	0	34
c6	10dpa1	798	21084	0.037848605577689244	#772923	6	6	6	34
c6	12hpa2	431	18644	0.02311735679038833	#772923	6	1	1	34
c6	14dpa1	981	14030	0.0699215965787598	#772923	6	7	7	34
c6	36hpa2	744	30110	0.02470939887080704	#772923	6	2	2	34
c6	3dpa2	920	23509	0.03913394870049768	#772923	6	3	3	34
c6	5dpa1	1356	16761	0.08090209414712726	#772923	6	4	4	34
c6	7dpa2	248	8048	0.030815109343936383	#772923	6	5	5	34
c7	0hpa1	345	15681	0.02200114788597666	#630002	7	0	0	10
c7	12hpa2	403	18644	0.021615533147393264	#630002	7	1	1	10
c7	36hpa2	1459	30110	0.04845566257057456	#630002	7	2	2	10
c7	3dpa2	590	23509	0.025096771449232207	#630002	7	3	3	10
c7	5dpa1	141	16761	0.008412385895829605	#630002	7	4	4	10
c7	7dpa2	13	8048	0.0016153081510934394	#630002	7	5	5	10
c8	0hpa1	480	15681	0.03061029271092405	#d44935	8	0	0	6
c8	10dpa1	183	21084	0.008679567444507683	#d44935	8	6	6	6
c8	12hpa2	580	18644	0.03110920403346921	#d44935	8	1	1	6
c8	14dpa1	21	14030	0.0014967925873129008	#d44935	8	7	7	6
c8	36hpa2	377	30110	0.012520757223513783	#d44935	8	2	2	6
c8	3dpa2	163	23509	0.006933514824109916	#d44935	8	3	3	6
c8	5dpa1	107	16761	0.006383867311019629	#d44935	8	4	4	6
c8	7dpa2	57	8048	0.007082504970178927	#d44935	8	5	5	6
c9	0hpa1	70	15681	0.0044640010203430905	#850800	9	0	0	11
c9	10dpa1	287	21084	0.013612217795484728	#850800	9	6	6	11
c9	12hpa2	182	18644	0.009761853679467926	#850800	9	1	1	11
c9	14dpa1	44	14030	0.003136136849607983	#850800	9	7	7	11
c9	36hpa2	576	30110	0.019129857190302225	#850800	9	2	2	11
c9	3dpa2	471	23509	0.020034880258624356	#850800	9	3	3	11
c9	5dpa1	380	16761	0.022671678300817375	#850800	9	4	4	11
c9	7dpa2	19	8048	0.002360834990059642	#850800	9	5	5	11
