	AP	frizzled5/8-4	ndk	zic-2	prep	sfrp-1	fz5_8-3	ndl-4	ndl-1	ptk7	ndl-3	wntA	teashirt	wntP-2 / wnt11-5	wntless	sfrp-2	wnt2	ndl-2	ndl-5	wnt11-2	dd4427	dd13065	sp5	fz4-1	Post-2c	hox4b
120	119	4.01029848	2.859438587	1.179340659	7.307186316	0.382453189	5.668081408	1.236915517	9.748261412	2.399338023	3.964903725	12.69164008	3.748930587	6.215850291	8.18776691	5.425402229	1.243916572	4.656066477	4.003762057	0.849419336	7.812142518	0.787160175	3.172728756	0.590529252	0.730473217	1.133562495
121	120	3.529877361	3.037459471	1.108203165	7.648882029	0.374064148	5.658035092	1.157597365	10.63935949	2.457224426	3.582813237	11.89579132	4.236760567	6.315397083	8.207646089	5.829174629	1.308283756	6.006257295	4.360167453	0.887000686	8.271518406	0.750713082	3.188985548	0.568044749	0.753089137	1.118904588
122	121	3.223252741	3.035694451	1.233908623	7.513365901	0.38812689	5.68590261	1.247988226	13.92057302	2.394791873	4.085539933	12.24531046	4.563143169	6.779836024	8.205817386	6.189131226	1.500538022	6.035839911	4.237627333	0.927017151	9.769195455	0.785070048	3.794925255	0.596846451	0.778651452	1.191539729
123	122	2.901342404	2.896436931	1.308852477	8.264567421	0.378783939	6.279015984	1.160563867	15.19682366	2.448490993	3.457954689	10.96953932	5.868190059	7.103290786	8.933524191	6.938984412	1.48054685	4.989617718	3.979190312	0.967685571	11.05860643	0.819008475	3.585361749	0.551202312	0.778849851	1.279644007
124	123	2.59419098	2.59729966	1.398971395	8.873728493	0.370190506	5.853999603	1.091489102	17.69430354	2.3315875	3.375374475	11.00512266	5.885016639	6.819216059	10.02148002	6.080579089	1.621076913	4.880645002	4.120045158	0.945943778	11.36812444	0.855732681	3.031161099	0.572689097	0.798868278	1.291282487
125	124	2.411045317	2.640528864	1.506966202	8.166186404	0.362402386	5.200193741	1.030788122	20.28861025	2.084319775	3.314708369	11.42815337	5.675553222	7.58957537	11.01737761	6.197889931	1.58405315	4.805157431	3.759801318	0.988736607	12.04577561	0.852551234	2.646316294	0.572600673	0.74173374	1.404084175
126	125	2.35907127	2.338397963	1.635482	8.808014085	0.355233535	4.175500079	0.975730011	16.56430533	1.885840911	3.663467959	12.7781975	8.04319376	7.029242539	9.428931494	6.397082186	1.589404685	5.273152485	4.180798288	1.055319595	12.64063088	0.809250942	2.683945355	0.571046462	0.769910568	1.525359589
127	126	2.103017914	2.42577349	1.779924376	7.951707369	0.348622044	4.083602564	0.926385777	11.87704242	1.922996387	3.911131642	14.30358142	6.838079612	6.639195521	11.42492187	5.668302244	1.638945928	4.843789694	4.731146881	1.047772312	12.80295532	0.844155688	2.556897345	0.591995833	0.798155454	1.660076181
128	127	2.161199976	2.453046904	1.790386311	8.925445621	0.342267772	4.097538097	0.881178072	12.69277324	2.138126666	4.439822406	16.68879619	7.304244367	7.292076728	10.82710153	5.548085493	1.681308447	5.243133328	4.031147975	1.10785726	10.93629667	0.929073404	2.652019546	0.589410758	0.825790587	1.703297416
129	128	1.975681407	2.609204505	2.051615528	10.3465637	0.336397233	4.631079344	0.895522972	14.48900025	2.032914704	4.40451898	17.2121707	6.12492159	7.625421462	10.44115817	5.672183745	1.850646153	6.966588696	4.368239916	1.180331356	11.61900065	0.834054428	2.719567056	0.566242825	0.830179989	1.886876204
130	129	2.543194372	2.321789499	1.939269104	10.6876037	0.330976379	4.573029213	0.80872101	10.75825881	2.04253037	5.384453744	19.85932154	6.442727811	9.012229402	10.24275287	6.204944825	1.922129329	8.758623318	4.546018729	1.257185623	11.06911299	0.876785496	3.062401544	0.544175239	0.8286385	1.802143182
131	130	2.414891282	2.089545821	1.940711923	11.80567863	0.353449119	4.057307957	0.848140407	11.87110139	2.161194364	5.590668844	20.12882244	6.561046716	8.927707299	7.317895633	7.218914365	1.923559396	7.435935167	4.520400483	1.178013654	12.08257758	0.927674639	2.979408117	0.57220111	0.850498184	1.755734331
132	131	2.575517061	2.018735611	1.747919511	12.20269008	0.347677751	4.494983761	0.894842682	13.28774087	2.550569803	4.790339441	19.8662339	6.494356327	8.917201606	7.261275052	8.437539649	1.8112157	5.253483081	5.154942184	1.186304561	11.99843361	0.980875057	2.894035765	0.591027749	0.831288346	1.504687275
133	132	2.858037368	2.07286628	1.589970163	12.26456988	0.364779253	5.4742609	0.94338598	12.67567541	2.85968681	5.322487769	18.28417563	6.059077498	8.73271243	7.824888781	8.164561549	1.631702167	4.066310567	5.684281634	1.228021631	12.46031814	1.040003149	3.31768547	0.612450535	0.865966644	1.65600459
134	133	3.109263549	2.296502456	1.456843647	9.307181132	0.313123208	6.260063728	0.997005117	10.95372694	2.809421512	5.825646897	17.36580163	6.243725736	9.391475387	8.127440204	8.724747336	1.482605485	3.865579062	6.332768936	1.053642471	13.3507927	1.041495367	3.153827384	0.636936563	0.905272713	1.682396533
135	134	2.784750117	2.066289781	1.551601727	8.41641322	0.333149303	5.93160581	0.940687826	12.33823101	3.169688248	5.751013001	14.64009773	5.607635372	9.726577349	7.601647707	10.17342004	1.358790761	3.357284181	6.176347322	0.999068126	13.09655781	1.133194587	3.096708236	0.664591735	0.949125669	1.862386389
136	135	2.908206118	1.986604964	1.433291528	6.299878987	0.33582856	7.836991777	0.89086455	13.95252622	3.299097275	5.036372849	13.7899995	4.009060848	10.29733132	6.540962111	8.61960498	1.355689382	3.527339801	6.293672088	0.946099086	13.76349713	1.055365098	3.285377707	0.695323225	0.994990349	2.072045483
137	136	3.155554166	1.818906936	1.711387074	5.640290878	0.320685476	6.902606632	0.948320259	14.24656176	3.012441927	7.394122439	12.41374563	3.970187586	10.00041655	7.063327938	8.717936143	1.374457668	4.273282909	6.375656143	0.97293125	13.35805986	1.057516944	3.529663075	0.665530675	1.046927061	2.041158976
138	137	3.301758369	1.70986955	1.854625626	4.74243119	0.326895159	8.584721779	0.850848234	14.83316223	2.633727076	7.546139749	12.06292908	4.427945501	9.58430127	9.315566636	7.588203054	1.489496124	2.920748476	8.216433615	0.92545083	13.68672833	1.172682312	3.930048091	0.638917541	1.103112655	1.971404284
139	138	3.751593961	1.822398097	1.877500542	4.493889733	0.33273705	8.902133281	0.869729856	16.47689233	3.089511969	8.120548881	13.0375264	3.611222129	8.206776389	9.810585508	8.398992262	1.370204346	3.822618995	5.701705471	0.875385524	15.3098914	1.246327645	3.888129575	0.657790551	1.166931779	1.951041615
140	139	3.515707186	1.658610705	1.924174755	4.369584439	0.357335272	8.793071007	0.797263112	17.88341432	3.753467267	7.534039109	13.57330566	3.513784275	7.595064837	9.954736185	7.944987835	1.264116853	4.644123543	6.707598545	0.918768688	14.78061673	1.416768313	4.438302757	0.601812631	1.237727452	2.188681734
141	140	3.385151971	1.786978474	2.016981437	5.503260533	0.327842626	8.312464273	0.760934071	18.61497147	4.050986611	7.476920384	13.32029377	4.162604763	8.125104538	11.76969521	6.753878559	1.304762841	5.906849207	7.821888938	0.969966163	15.33660653	1.5076587	4.635789982	0.627927224	1.317131773	2.515003975
142	141	3.132979816	1.723175773	1.823017838	5.307470549	0.333452457	7.711112729	0.728960583	19.49194756	4.802820223	7.505375196	14.6952272	4.489951185	9.112776517	11.27821366	8.601645823	1.302496919	7.162131923	8.561764921	1.025291287	13.93787921	1.525091591	4.684760531	0.655690478	1.402211773	2.835749163
143	142	2.641606034	1.497265832	1.664976131	6.125209416	0.339676554	5.315323189	0.698402253	16.58701513	3.735394765	6.458669071	16.54561204	4.032466873	9.403406125	10.18029045	7.762032317	1.293628203	7.693458619	6.410208011	1.141220809	13.99826643	1.627460928	5.155229551	0.686627542	1.496332998	2.452304155
144	143	2.298519759	1.492505523	1.720091685	8.23708039	0.346644933	5.924429727	0.668279263	14.3245888	3.048139463	5.095573598	17.71004293	3.489686269	9.796959581	11.04581963	7.475432108	1.203346843	7.472745505	7.098366078	0.982267357	14.2731312	1.710485373	5.302533122	0.720224409	1.680613792	2.163778692
145	144	2.313417702	1.388513994	1.577916111	9.815246405	0.354229494	6.321779955	0.736475243	14.81090873	3.200090324	5.700306543	15.82304993	4.017250695	8.818249465	9.837756297	8.072001198	1.125914625	7.807806632	7.404362115	0.931487686	15.35148288	1.692911193	5.208646788	0.757032718	1.676595854	1.938638976
146	145	2.420207792	1.358090025	1.67838243	10.81668333	0.361956345	7.870215762	0.690671803	16.8990508	3.100996882	4.644326921	13.95028448	4.572189794	9.303463778	9.955924766	7.436254874	1.059629629	6.045132238	6.624085222	0.815221592	15.77541038	1.834289568	4.804672396	0.795483388	1.675239872	1.73956594
147	146	2.454126624	1.45253143	1.660056739	13.55584278	0.369463892	5.927302178	0.721316005	19.98623758	3.630084291	4.810917952	16.07005754	6.379097504	10.17320467	10.72922362	6.021745905	1.002802105	5.337722878	5.695518447	0.857640102	15.78654858	2.000050954	5.391714663	0.755385204	1.55253544	1.568039914
148	147	2.38207985	1.543127314	1.860626349	13.13592279	0.37658917	6.011747466	0.695206861	18.61804295	2.915520152	5.704215284	15.2279958	7.249793204	12.66567116	9.887474332	6.830528375	0.949762458	4.299719722	5.172539048	0.906397507	15.51032611	2.133815447	5.29778831	0.716547539	1.516484577	1.564743584
149	148	2.761964488	1.683373149	1.701827623	11.89674194	0.384283542	6.348467475	0.665446785	14.39225352	2.751325708	4.73704943	16.18879475	7.805464228	13.22143578	8.222650112	6.554898513	0.927300265	4.136026339	5.545225359	0.961699974	13.98478926	2.239302202	5.285369648	0.725087423	1.631982932	1.43964696
150	149	2.784158537	1.585765197	1.571445668	8.944257309	0.392816023	7.844965933	0.639112749	12.15069421	2.622558453	4.988674255	18.3301285	7.381960246	13.19254821	6.004900175	6.414969455	0.947536843	3.505360987	5.997957628	1.025665913	14.23264211	2.502232247	5.087201621	0.689850497	1.767638545	1.319210926
151	150	2.988015003	1.48336806	1.542370738	8.109539871	0.402289656	8.016810727	0.615668033	10.21918657	2.554098104	5.498029993	18.2383097	9.108992997	14.82057482	6.426539888	7.150540884	0.942995146	3.159532591	6.37238845	1.098334724	15.45372493	2.730713053	5.003029386	0.659491777	1.774350443	1.220373679
152	151	3.066020302	1.421189692	1.336108252	6.862081108	0.412647776	7.224548018	0.594256164	10.8375663	2.344367706	5.227301385	19.91628887	7.918637406	14.43910622	6.842277284	6.437425031	0.892865988	2.741940258	5.26867833	1.186348026	16.17075834	2.904114889	4.68375197	0.644612761	1.642721597	1.257596087
153	152	2.813403432	1.526907845	1.244052424	7.955981251	0.423754162	5.617482571	0.5744281	9.360992121	2.247254375	6.084515841	17.64588518	8.02324154	14.97529511	6.67135293	6.46562429	0.918715302	2.893413423	4.336627706	1.290707561	15.9336928	3.350119899	4.318103472	0.644557537	1.579798347	1.2742487
154	153	2.979269981	1.650811982	1.372038127	6.513640215	0.434892364	5.568820328	0.67259952	11.02919645	2.251548539	5.574200395	19.53218204	5.203744823	16.39756345	5.944184296	7.200308077	0.857473922	2.672806422	3.723119365	1.293879768	14.48572444	2.920105997	3.667019638	0.671844434	1.550465605	1.369021517
155	154	3.530695205	1.650214835	1.28641091	7.558593387	0.44695289	5.292492293	0.634378237	10.81815976	2.348211748	5.043268257	16.14314177	6.255853314	14.78348363	6.142301386	7.785297827	0.820580683	2.502862754	3.171842034	1.190210255	13.85925517	2.597346251	3.446654652	0.703573455	1.685815846	1.443977785
156	155	4.285593539	1.656268081	1.381674824	9.904980723	0.459383998	5.061199605	0.656442966	9.978288134	2.663598446	5.048833023	14.81211821	6.950972982	16.35796888	6.601860136	6.866438138	0.754230268	3.247513641	2.774171149	1.193956498	13.86915909	2.340648008	3.59462982	0.704913632	1.545711291	1.33991572
157	156	4.784564432	1.684735367	1.492176511	8.46911922	0.47278409	4.60844987	0.680927589	8.993030447	3.08058794	5.466853853	15.08703162	5.481202511	15.203154	7.424539139	6.113227451	0.752184194	3.290794417	2.500424409	1.291914911	11.99628577	2.116911452	3.506695068	0.716528977	1.422960422	1.587393441
158	157	5.210556329	1.832978895	1.623476366	7.831153316	0.459583262	4.055078945	0.65825652	9.818814798	2.693117603	6.035623377	14.29264427	5.816106066	14.85038151	7.77623516	6.015087892	0.752880808	3.081892046	2.505359208	1.086512943	12.56598725	1.9194573	3.606657963	0.739272338	1.478257468	1.46190638
159	158	4.134026415	1.962743121	1.521236423	6.201048356	0.486799811	4.643226804	0.68573821	10.09257808	2.498551373	5.139955173	13.41654969	5.719877805	14.4161313	7.883300919	5.320615753	0.798752848	3.374079168	2.547117664	1.01322328	12.53352306	1.898337698	3.59675666	0.714625112	1.375639817	1.467161361
160	159	4.03683921	2.029833745	1.611061693	5.169781485	0.457748989	3.801193096	0.715450208	10.28294135	2.19203269	4.416107159	12.62204529	5.093033274	11.70566249	6.482881325	4.569207395	0.782948639	3.440868345	2.266069513	0.951647192	12.64164779	2.113646338	3.753206548	0.752678367	1.353348905	1.410795496
161	160	4.092095532	2.065618569	1.349516068	4.063592446	0.470885323	3.853223889	0.664900282	10.5801964	2.257431873	4.103798515	14.7580752	4.721607244	12.53273363	6.716099226	4.980695891	0.806919473	3.363528844	2.375663793	0.899253942	12.82601566	2.065623914	4.011600736	0.79391054	1.272675904	1.546878542
162	161	3.895087715	2.202689475	1.246082443	4.771795282	0.484022658	3.989354074	0.722955394	10.42555181	1.987958177	3.897262778	12.18605043	6.013550039	11.85339547	5.622524624	5.296153941	0.840883302	3.149989612	2.320991646	0.963719823	11.76661344	2.064961076	3.932902942	0.83992197	1.202281526	1.709486443
163	162	3.186495728	2.088703892	1.335892382	3.676627002	0.497539676	4.162205329	0.698382416	11.28197364	1.975410119	3.505899874	12.9625399	5.604822882	12.87898266	6.012855025	5.326942017	0.826068934	3.505550319	2.215577786	1.027388788	12.08907952	2.051092833	4.174144938	0.843328693	1.063663927	1.907398489
164	163	3.030805966	2.432923839	1.452742712	3.758692149	0.489135984	3.504627568	0.731986828	12.20024537	1.985495425	4.037241867	12.74480422	6.092029839	14.04490701	5.842215171	5.819554752	0.8675864	4.311849466	2.092169075	1.030307075	13.05037737	2.255292189	4.524049028	0.90710955	1.315338122	2.218228073
165	164	4.061431019	2.622556278	1.590022674	3.350166446	0.503305797	3.353327525	0.768988634	12.91874791	2.412979699	5.058770796	14.67273215	6.614543328	15.69803884	6.304230331	6.326498528	0.914206615	3.704180378	1.770465455	1.084250453	14.27066662	2.227579776	5.039447531	0.912353757	1.181927977	2.529511251
166	165	3.839692118	2.815971733	1.604014183	3.538905382	0.504013605	3.122005883	0.810415554	12.71086677	2.516125721	5.555704101	15.11599929	6.162313827	16.6488976	7.469833214	7.07272626	0.965969385	3.603070559	2.163496804	1.024177621	16.73770742	2.08337264	5.542421738	0.966581501	1.263191384	2.565030275
167	166	3.268832424	3.198837561	1.475535957	4.251487998	0.491190093	3.01955541	0.8562891	15.02457534	2.601571815	5.505840108	16.17250018	7.411259054	14.61458996	9.74989644	7.422732262	1.339969214	3.574505641	2.311629443	1.103694381	17.59302831	2.062743851	7.201472497	0.973079691	1.177096664	3.61980236
168	167	3.529582544	4.075691996	1.366871926	4.498333412	0.479512343	3.075675804	0.908093987	12.85775923	2.714635737	5.439800927	21.69005744	9.301534998	19.56155489	14.88568288	7.68386281	1.340391893	3.650797631	2.62129026	1.195600796	18.59766407	1.720246184	7.373446412	1.053942131	1.13776006	4.167007607
169	168	4.01328233	4.492722958	1.309465971	5.665167862	0.512416102	2.843794747	0.925163066	10.23122177	3.933691936	6.806490044	23.60082915	9.641890684	25.3873932	16.73416654	9.699254571	1.425433885	4.071092479	3.013760827	1.307968382	22.64926929	1.790788339	8.126948451	1.033680373	1.226471122	4.881400657
170	169	4.023211282	4.616813003	1.348536351	5.708827214	0.481113268	3.207236894	0.985442812	9.038865533	4.128397821	8.269783687	24.95201207	11.03962359	32.27754549	19.398278	10.3638901	1.520665393	3.756251427	3.177000614	1.217408663	23.58799781	1.559666343	9.168022487	1.066184282	1.265079098	5.521548689
171	170	4.450809763	5.107015345	1.543834744	6.659127772	0.495643707	3.526513617	1.053397873	10.41275813	4.447287793	11.52143893	28.68719838	13.2866268	36.14923747	23.56275312	9.812939806	1.503578319	3.561404652	3.852522144	1.251276692	23.61063811	1.458286656	13.03110797	1.043758137	1.169855757	6.115079135
172	171	5.192484794	6.62072221	1.492647025	8.315128581	0.511830147	3.568026193	1.060962231	11.36068701	5.765453023	13.55348098	30.54475315	13.10654916	41.61312563	27.883247	10.17435149	1.622402745	4.50768783	3.213823968	1.137700164	27.73034361	1.531023292	11.28498513	1.111752086	1.316061281	8.762401703
173	172	4.814943261	8.797973031	1.62688487	10.04805048	0.529270285	3.224824175	1.089983828	13.83283768	6.505501673	15.04243125	37.7483827	12.75612393	54.47968316	30.52161695	14.51015199	1.75942053	4.867734604	3.237422556	1.362695006	34.87503303	1.43144506	12.16999645	1.191853478	1.227838326	8.314294123
174	173	4.472364202	8.914717674	1.782038644	15.20770893	0.547736226	3.88406787	1.021235701	19.11559921	7.601127154	15.69620405	45.00154141	16.83093331	92.6959892	28.25998769	16.04589508	1.916791024	6.043361774	3.333297622	1.325719671	38.9408606	1.415320989	12.99250665	1.120148331	1.324437646	11.35393545
175	174	4.755277922	9.962873052	1.849091012	20.19748844	0.567837969	4.874104091	0.95914236	16.73836152	9.987619879	13.54077542	48.98102101	23.70911796	72.18403001	31.6964557	19.7490831	2.097367834	6.709936011	3.285551901	1.435511449	48.13727862	1.525053054	13.24319872	1.055274132	1.337149656	15.33720094
176	175	4.572558036	10.11931387	2.081770267	23.81073716	0.571471238	4.311635782	0.990702007	19.96599008	9.203911826	10.39077931	57.08550702	24.53226782	68.99754071	26.48008755	20.5844835	2.325498845	8.105932196	4.254371079	1.440324622	52.70581029	1.648812158	16.53081695	0.995788324	1.45297685	14.57267276
177	176	5.059969325	11.14558663	1.876551588	23.73545884	0.558203572	4.768473546	1.057502654	17.46849064	9.466829973	13.99490255	61.43770704	19.69845557	83.32006683	26.88108534	20.9538719	2.477200115	10.14309026	4.069619579	1.472047771	53.26419355	1.793198679	17.43474843	0.945030337	1.819173063	18.17042002
178	177	5.567689116	10.33843749	2.246426539	28.86714257	0.602778299	4.739704425	1.131354928	16.73698776	9.320914451	15.54292505	77.94845549	11.66265652	84.74943901	20.33698915	29.06157222	2.553936209	10.54020772	5.202611364	1.605834816	59.02291756	1.978478449	19.28649954	0.900699551	1.930656525	15.49199159
179	178	5.500024174	10.47053511	2.197765407	33.07019663	0.54930207	4.951747045	1.215586377	15.58114788	10.26171343	15.10933556	98.55160333	17.23671266	98.74140259	23.65921098	37.71544745	2.949413531	10.0045728	6.153304376	1.704054859	63.85479003	2.225999173	14.15843054	0.863997343	2.172194411	15.03528246
180	179	5.027425194	11.40843794	2.313656869	31.69874599	0.5701634	4.733318446	1.32074255	13.40887787	11.02205684	18.90754646	92.04781409	20.06622186	80.24347383	23.36272007	44.69840132	3.210242935	8.806526703	6.254426397	1.698246694	79.07299086	2.008696744	19.45721682	0.853773937	2.470214816	11.97075497
181	180	6.046536328	11.52305901	2.177414881	21.43068221	0.592347581	3.872003261	1.325531132	14.3720721	14.40381993	15.82722442	101.7770957	33.70199506	86.34088416	23.53084239	44.90494769	3.844098062	9.54603016	8.198608546	1.704559671	79.93019769	1.826500802	16.22820594	0.898499303	2.501630869	11.27931462
182	181	8.232046146	9.652379469	2.399166522	16.97935253	0.616005357	3.279828205	1.223447312	16.24276205	13.84495683	22.86704797	85.76201447	50.33808217	120.2536362	18.76292455	31.91132916	4.037313054	10.73244488	8.473445447	1.718748196	87.78655131	1.956962259	15.5040542	0.946711736	2.611518961	9.230870535
183	182	5.82327718	10.85027448	2.704921438	22.84256566	0.600278149	2.815185876	1.241133924	17.41442741	17.68933311	24.99983169	86.1845705	37.02232248	79.88465047	20.89316981	32.9655943	4.69962874	13.04520842	8.986829801	1.918405395	77.54479608	1.958962272	10.96752934	0.950529603	3.037165515	7.38767015
184	183	5.850179164	9.257267835	2.771062093	28.63244989	0.627019934	3.126413944	1.12931437	21.92704775	14.62213375	30.0259912	103.458724	37.40826181	119.7275526	22.39079062	31.9884173	5.165222736	17.48198631	8.930073721	2.15897991	76.47536959	1.906529575	11.7411457	0.912329057	3.616068763	5.72541717
185	184	6.623103666	8.824608706	3.212044178	24.97109749	0.655103433	2.995284074	1.190370248	25.02918477	14.54423812	30.2517779	94.12588798	50.49608605	103.1151344	26.67935599	45.95341457	6.105557803	24.00116893	10.13915152	2.4540141	67.8288191	1.750801489	14.97363702	0.88141078	3.53974282	6.413525261
186	185	6.339582897	8.448789047	3.814539142	24.27252821	0.684723978	3.07448188	1.287559089	21.18950677	14.42765124	24.5379151	95.07891684	38.65399306	115.5750936	27.90894505	43.19123889	6.601315944	23.22462044	9.718579526	2.297251737	68.89576528	1.685284166	20.66495299	0.852929142	2.950659694	4.93483068
187	186	5.761394513	7.647029143	3.602204759	31.94836949	0.716068762	3.155174865	1.397375544	18.52416568	14.34646822	19.25087014	89.76510615	43.27690183	71.70270654	29.90659141	40.39744747	7.342278895	21.00667411	11.55721123	2.59376683	70.65630506	1.892258421	21.17840706	0.82700062	3.100327615	5.853270925
188	187	6.320622427	8.685359523	3.758933097	57.69416191	0.750140837	2.956075948	1.522314836	18.39889924	13.90145803	22.61326749	132.9943134	29.8882227	91.12527631	39.7100397	36.27462784	7.162648122	16.37262831	12.8719091	2.276045262	66.81756463	1.795302383	16.89626411	0.864297184	2.720555256	5.55640762
189	188	8.75527939	8.46954097	3.868720954	47.07655601	0.727961669	2.598450944	1.66887764	17.54688595	11.66229436	21.24383767	101.1381335	29.25638583	78.20395378	43.62994704	38.79492089	5.525663415	18.04458819	13.36256941	2.224334945	57.52367352	1.677663904	15.13278608	0.907270101	2.617679984	7.704328749
190	189	11.27841459	8.732793997	3.260191138	46.58695947	0.707976164	2.339106249	1.845196407	20.53266142	13.45560121	20.0906198	82.20656291	40.22590499	110.3100407	39.48804324	48.19019186	5.993820702	21.53959721	14.03046405	2.202993664	51.08709239	1.887328664	16.20769065	0.958514318	2.388917626	9.479059346
191	190	9.859993621	9.219089955	2.935508434	37.8175594	0.6888225	2.29583655	1.848018935	18.19988112	15.62871539	14.69043134	101.3885744	27.08901235	71.52280402	26.10792509	57.10656066	6.213714393	21.74327281	12.22624377	2.468399266	45.91515968	1.899770511	17.36491504	0.988718021	2.375227062	13.72938073
192	191	8.911710832	11.92508476	3.433820051	31.84548433	0.670488553	2.17499198	2.050826014	16.73469815	13.64718206	16.65022359	82.13434583	27.31661125	71.98595683	24.01496074	49.40108683	6.180324814	15.09803954	15.11900568	2.450067116	43.67091767	1.905425346	15.58908268	1.048593954	2.442777112	11.95436093
193	192	11.57769941	14.5600696	3.265135868	26.08791756	0.651590245	2.012152459	2.142235519	15.02815882	11.46655885	23.0205136	95.44798235	40.51703541	59.85029835	31.70214669	49.49643989	7.382704104	18.03159539	16.96561414	2.543330019	46.1388309	1.96596543	14.03136276	1.112407078	2.566391031	11.08383441
194	193	11.52185056	18.14535233	3.068122363	25.08882082	0.633774188	2.0283658	2.019793756	14.16657907	9.163094974	33.99524122	101.4409904	32.67852556	66.01986131	52.53873375	56.94908071	8.056932621	22.62141549	18.14455654	2.281341509	42.2669679	1.985118938	11.30262705	1.153805939	2.896184271	9.741501949
195	194	13.28102675	13.8951066	2.830770893	24.56463716	0.617212563	2.066334283	2.050968647	12.92221962	9.079400166	22.83161159	75.76190902	29.06524028	55.31542481	52.39225817	50.83398101	8.937768907	32.50815972	16.26596605	2.19289074	47.94145738	2.026861408	8.912855796	1.204472521	2.591300007	8.321877625
196	195	10.31302038	14.03228059	3.791872038	21.5069178	0.700932989	2.178439972	2.000339532	11.31887865	11.5814746	17.22609333	60.24020146	32.46471646	59.19321549	49.04757973	50.55471768	7.997997213	34.63330231	16.21853734	2.033347761	57.10934628	2.199661858	11.50561505	1.192972412	2.376925921	7.379500735
197	196	8.780031145	11.70834518	4.020724557	21.97550937	0.733120648	2.370441529	1.866530901	9.938837635	13.10616112	20.68605675	63.98846302	30.9535766	53.76116636	39.09150058	52.66920033	11.09236023	27.66021704	16.53953925	1.897331111	71.43854643	2.227210733	11.46377381	1.150403335	2.202136432	6.67178206
198	197	6.90922331	10.64996766	3.900114053	17.25350106	0.769814084	2.603569737	1.752770581	13.10270988	16.83519871	14.88010448	68.51555623	32.67401902	51.8855903	42.9313426	53.91808473	13.10809026	41.9701516	17.6989978	1.745301567	76.13077102	2.459722204	14.6405868	1.197713262	2.052869953	7.014724741
199	198	6.636134192	10.02223694	4.154455724	15.11365217	0.807017858	2.896019906	1.656198447	13.5818356	16.72803873	13.40247251	100.7181736	34.51623487	37.4512723	62.85317125	53.1784316	14.24406293	28.23521242	14.63115442	1.805876745	64.0794965	2.513253196	14.53507983	1.207225663	1.933693927	6.11913599
200	199	5.381202505	8.870500954	3.968885946	15.43613685	0.846390245	2.939880922	1.712495166	12.97546359	12.73894935	13.19556967	80.2537876	39.92562809	39.35340869	46.75869695	46.58155942	9.777630523	26.51439803	22.36105124	1.815909872	51.60424429	2.815099847	11.45192549	1.252846649	2.011738478	6.422641376
201	200	4.575342073	9.667395451	4.291286974	17.92054915	0.888082584	2.697152516	1.862157292	13.1600553	13.4190807	12.79770737	63.83161008	33.23298576	45.34155468	37.99214579	42.14396585	11.56367768	37.45381807	36.17368283	1.875450582	43.08098994	3.208909996	10.46133949	1.263602637	2.072436633	6.233276729
202	201	5.002805396	9.419158037	5.634330953	19.96408302	0.933235984	2.875069123	1.985583416	13.5990537	13.70810857	16.42865787	63.36886179	24.03813305	56.38776581	30.81665811	34.58286093	10.19167302	40.65987963	60.36993362	1.76479583	38.97864028	2.95341338	10.02474291	1.21407106	1.964862011	5.349569473
203	202	6.238911615	10.19114892	6.051044396	19.32200472	0.982832752	2.90340514	2.033677513	13.98199012	12.36108281	11.44293428	64.94438574	17.23010752	58.87096563	31.23168677	40.85342866	8.208195483	36.39914656	39.03936229	2.005797637	34.47649976	2.868871423	7.41532003	1.170110308	1.86691643	4.806787911
204	203	5.593160877	11.21320684	8.016480081	21.67454971	1.03354869	2.94906484	2.219879724	13.43507669	13.94777035	11.29669941	69.26975578	16.26537313	57.61951688	31.26202525	53.62727789	10.19768857	32.20111035	30.06662148	2.392085743	36.19348726	2.949769344	7.673938268	1.131264082	1.955539498	4.758580672
205	204	5.773452427	12.39299857	7.723749504	21.92546166	1.090025714	3.304395187	2.275701662	12.07498038	13.57045501	10.7084427	69.83222063	18.05255944	41.02393722	38.56869781	78.7277863	9.434971387	24.28299288	32.37886418	2.391997574	41.94402673	3.22650152	8.983447894	1.148012876	1.624674335	4.82215663
206	205	6.371869501	15.55678176	6.581835384	26.76068663	1.055015173	2.923549516	2.571588052	14.84495924	12.99100847	8.699867757	55.29786299	17.80100333	35.67156372	35.22088153	52.50194469	6.871558108	20.67540086	33.48457602	2.42409984	40.419778	3.393931362	9.803079801	1.155648742	1.649438987	5.713417022
207	206	7.146014202	15.40451385	7.075905779	21.70986916	1.122395034	3.383346474	2.633309382	15.32545826	10.45889143	10.68126485	75.79196213	21.18175468	28.8377405	33.87297022	40.67502263	8.070623707	27.77917504	39.42714316	2.771064732	36.84786521	3.649923537	9.751754807	1.10131334	1.683595803	4.78181483
208	207	6.995339062	14.8377983	7.037850641	24.80779109	1.07615522	3.945232664	2.836886843	21.4868279	9.220562223	10.28138537	73.42921434	22.12200659	27.76867207	26.35215495	52.68813302	7.642476535	62.29041946	35.14764384	2.54108521	33.77670137	3.31565159	9.13426983	1.158826964	1.711127821	4.137668763
