cell	x	y	cluster
147186.WT_25	1594.5416666666667	293.8125	c6
147187.WT_25	1609.470588235294	547.8235294117648	c10
147188.WT_25	1615.875	643.5288461538462	c27
147189.WT_25	1618.0	659.4857142857143	c2
147191.WT_25	1633.5168539325844	920.0674157303372	c3
147192.WT_25	1633.2555555555557	954.7444444444444	c2
147194.WT_25	1649.7142857142858	1176.357142857143	c12
147195.WT_25	1657.3636363636365	1226.581818181818	c8
147196.WT_25	1657.148148148148	1316.074074074074	c2
147197.WT_25	1663.0833333333333	1405.5	c2
147198.WT_25	1664.529411764706	1413.470588235294	c2
147199.WT_25	1667.5	1436.4444444444443	c2
147215.WT_25	1598.1686746987953	403.0481927710844	c6
147217.WT_25	1604.5625	489.375	c0
147218.WT_25	1610.5744680851064	588.6170212765958	c12
147219.WT_25	1616.7121212121212	689.3484848484849	c2
147220.WT_25	1620.835294117647	727.3529411764706	c8
147221.WT_25	1626.2622478386168	808.6657060518731	c2
147222.WT_25	1635.0	962.810975609756	c12
147223.WT_25	1642.5277777777778	1033.0069444444443	c2
147224.WT_25	1654.1739130434785	1188.3260869565215	c2
147225.WT_25	1658.6201923076924	1281.9615384615386	c8
147226.WT_25	1657.4615384615386	1292.948717948718	c8
147227.WT_25	1666.3647058823528	1420.9411764705883	c2
147228.WT_25	1673.8235294117646	1547.8823529411766	c21
147229.WT_25	1673.874125874126	1562.944055944056	c10
147243.WT_25	1601.1666666666667	400.4666666666666	c6
147244.WT_25	1599.1923076923076	412.72115384615387	c0
147245.WT_25	1601.5185185185185	424.3333333333333	c6
147248.WT_25	1602.5185185185185	484.8148148148149	c21
147250.WT_25	1617.5573770491803	619.9016393442623	c3
147251.WT_25	1616.1933701657458	654.6906077348066	c2
147252.WT_25	1637.4897959183672	996.0204081632652	c17
147255.WT_25	1660.2857142857142	1358.571428571429	c2
147256.WT_25	1660.8958333333333	1401.6041666666667	c2
147257.WT_25	1671.2555555555557	1586.1	c6
147258.WT_25	1676.9038461538462	1606.2115384615386	c3
147272.WT_25	1618.1315789473683	672.5526315789474	c2
147273.WT_25	1623.24	777.48	c2
147274.WT_25	1642.875	1063.3541666666667	c8
147275.WT_25	1664.9756097560976	1428.878048780488	c2
147287.WT_25	1599.571428571429	371.8857142857143	c21
147288.WT_25	1602.8823529411766	446.6117647058824	c10
147289.WT_25	1602.3529411764705	480.4411764705882	c10
147291.WT_25	1608.88	543.96	c21
147293.WT_25	1618.6052631578948	720.3157894736842	c2
147294.WT_25	1627.8883248730965	853.725888324873	c2
147295.WT_25	1636.529411764706	1012.7117647058824	c2
147296.WT_25	1644.8354430379748	1145.506329113924	c2
147297.WT_25	1645.9261744966443	1185.4295302013422	c2
147299.WT_25	1660.9354838709678	1363.516129032258	c2
147316.WT_25	1597.8175182481752	393.5839416058394	c6
147320.WT_25	1623.5	793.078947368421	c8
147321.WT_25	1625.275	819.325	c2
147324.WT_25	1638.030303030303	1040.4545454545455	c14
147325.WT_25	1638.4545454545455	1047.5	c0
147326.WT_25	1638.5862068965516	1052.2068965517242	c2
147328.WT_25	1648.8313253012047	1195.44578313253	c12
147329.WT_25	1651.1851851851852	1228.4814814814815	c12
147332.WT_25	1660.392857142857	1370.2142857142858	c2
147343.WT_25	1620.274193548387	753.741935483871	c8
147344.WT_25	1621.5641025641023	765.6923076923077	c23
147347.WT_25	1629.1149425287356	876.6781609195402	c2
147348.WT_25	1653.1935483870968	1201.983870967742	c2
147350.WT_25	1646.670807453416	1261.1552795031057	c2
147351.WT_25	1652.483870967742	1274.225806451613	c11
147369.WT_25	1593.5	366.4396551724138	c21
147370.WT_25	1595.7142857142858	411.3571428571428	c6
147371.WT_25	1609.237762237762	597.3776223776224	c2
147372.WT_25	1614.857142857143	694.8095238095239	c2
147373.WT_25	1616.3529411764705	698.7647058823529	c2
147374.WT_25	1625.1666666666667	863.7948717948718	c11
147375.WT_25	1631.1351351351352	1006.027027027027	c1
147376.WT_25	1637.3757225433526	1068.5317919075144	c8
147378.WT_25	1658.8863636363635	1344.1818181818182	c2
147379.WT_25	1668.2903225806451	1536.1290322580646	c10
147380.WT_25	1671.6166666666666	1572.3	c6
147381.WT_25	1669.03738317757	1612.607476635514	c22
147387.WT_25	1604.7111111111112	542.4888888888889	c21
147388.WT_25	1607.0	581.1904761904761	c6
147389.WT_25	1614.892857142857	723.9642857142857	c2
147393.WT_25	1634.7608695652175	1024.6304347826087	c2
147394.WT_25	1644.2142857142858	1140.571428571429	c8
147396.WT_25	1645.5	1173.5555555555557	c2
147397.WT_25	1653.5333333333333	1294.1333333333334	c10
147398.WT_25	1655.289156626506	1335.2650602409635	c6
147399.WT_25	1658.1007194244603	1379.3597122302158	c2
147401.WT_25	1663.8636363636365	1447.909090909091	c10
147402.WT_25	1668.859813084112	1550.3364485981308	c21
147416.WT_25	1595.1714285714286	415.1714285714286	c6
147418.WT_25	1606.0	552.0	c21
147419.WT_25	1606.0588235294117	560.2941176470588	c21
147420.WT_25	1611.5744680851064	625.9574468085107	c11
147423.WT_25	1628.1363636363635	825.0227272727273	c2
147424.WT_25	1620.320512820513	843.6239316239316	c2
147425.WT_25	1627.9761904761904	935.4761904761904	c2
147426.WT_25	1646.1971830985915	1204.1690140845071	c12
147427.WT_25	1650.448275862069	1237.6206896551723	c2
147442.WT_25	1597.9512195121952	426.5365853658537	c6
147444.WT_25	1620.702380952381	785.0595238095239	c2
147445.WT_25	1617.6315789473683	802.0526315789474	c2
147446.WT_25	1654.9545454545455	1308.0	c12
147447.WT_25	1656.18	1366.9	c2
147448.WT_25	1658.595238095238	1409.7142857142858	c2
147449.WT_25	1658.076923076923	1418.8461538461538	c2
147450.WT_25	1665.4406779661017	1569.322033898305	c10
147468.WT_25	1594.3953488372092	341.2325581395349	c6
147469.WT_25	1591.9736842105262	351.3421052631579	c10
147470.WT_25	1597.9024390243903	477.8536585365854	c21
147471.WT_25	1601.8947368421052	556.3421052631579	c10
147472.WT_25	1605.909090909091	589.0454545454545	c6
147473.WT_25	1609.3541666666667	607.53125	c3
147474.WT_25	1607.4	622.7166666666667	c6
147475.WT_25	1607.9	659.425	c2
147476.WT_25	1615.741935483871	750.6774193548387	c2
147477.WT_25	1618.0990566037735	825.6462264150944	c2
147478.WT_25	1629.9946524064171	977.8395721925134	c2
147479.WT_25	1631.56	985.84	c2
147480.WT_25	1629.5544554455446	994.9950495049504	c2
147481.WT_25	1654.1739130434785	1384.4782608695652	c2
147482.WT_25	1654.6171875	1388.984375	c7
147483.WT_25	1656.4444444444443	1395.4444444444443	c2
147484.WT_25	1660.1190476190477	1443.142857142857	c17
147485.WT_25	1665.074074074074	1538.074074074074	c10
147496.WT_25	1584.3333333333333	238.77777777777777	c15
147498.WT_25	1589.1626794258373	438.9856459330144	c9
147500.WT_25	1618.3157894736842	779.7894736842105	c2
147501.WT_25	1626.0	952.9615384615385	c2
147503.WT_25	1639.0689655172414	1131.551724137931	c2
147504.WT_25	1641.5348837209303	1203.7906976744189	c12
147505.WT_25	1650.75	1300.25	c17
147506.WT_25	1652.1851851851852	1303.4814814814815	c2
147507.WT_25	1646.987012987013	1342.948051948052	c2
147508.WT_25	1657.780487804878	1428.9756097560976	c2
147509.WT_25	1660.892857142857	1438.4166666666667	c6
147525.WT_25	1592.891304347826	386.8695652173913	c10
147526.WT_25	1589.8636363636365	397.59090909090907	c6
147527.WT_25	1594.2702702702702	428.6216216216216	c6
147528.WT_25	1598.5	453.9	c10
147529.WT_25	1600.6052631578948	562.828947368421	c21
147531.WT_25	1616.15	758.45	c2
147532.WT_25	1614.7945205479452	791.3561643835617	c2
147533.WT_25	1633.125	1030.5	c2
147534.WT_25	1642.1690140845071	1165.7323943661972	c23
147536.WT_25	1645.256198347107	1243.900826446281	c2
147537.WT_25	1647.1774193548388	1280.951612903226	c2
147538.WT_25	1650.2592592592594	1293.962962962963	c2
147539.WT_25	1656.409090909091	1403.0	c2
147548.WT_25	1582.925287356322	269.6264367816092	c7
147549.WT_25	1590.851851851852	357.98148148148147	c21
147550.WT_25	1591.7142857142858	404.7142857142857	c6
147551.WT_25	1594.8	458.4	c10
147552.WT_25	1599.625	511.3125	c10
147553.WT_25	1600.837837837838	529.5405405405405	c2
147554.WT_25	1599.78125	537.515625	c10
147555.WT_25	1601.59649122807	616.8713450292398	c11
147556.WT_25	1609.607142857143	673.1857142857143	c3
147557.WT_25	1616.1363636363635	770.5454545454545	c2
147558.WT_25	1624.5441176470588	907.845588235294	c2
147559.WT_25	1625.66	928.1	c11
147560.WT_25	1641.8947368421052	1176.3684210526317	c2
147561.WT_25	1646.3211678832115	1222.3211678832115	c12
147562.WT_25	1643.5	1269.690476190476	c2
147563.WT_25	1649.6717948717949	1351.517948717949	c2
147564.WT_25	1649.7833333333333	1392.9666666666667	c2
147568.WT_25	1665.111111111111	1575.8333333333333	c6
147587.WT_25	1587.1944444444443	363.72222222222223	c21
147588.WT_25	1589.5289256198348	381.42148760330576	c21
147590.WT_25	1602.548387096774	586.5806451612904	c10
147591.WT_25	1614.1666666666667	761.0833333333334	c2
147592.WT_25	1614.9591836734694	765.7551020408164	c2
147593.WT_25	1632.3947368421052	1046.421052631579	c2
147594.WT_25	1640.0	1139.3333333333333	c2
147595.WT_25	1644.071428571429	1235.0238095238096	c2
147596.WT_25	1645.0833333333333	1255.0	c2
147597.WT_25	1648.2432432432431	1288.1891891891892	c2
147598.WT_25	1651.2727272727273	1310.8636363636365	c2
147609.WT_25	1602.5238095238096	575.9470899470899	c21
147610.WT_25	1612.6842105263158	727.8947368421053	c2
147611.WT_25	1611.391304347826	748.5	c2
147612.WT_25	1618.2328244274809	879.6793893129772	c2
147613.WT_25	1630.2063492063492	1039.5873015873017	c14
147615.WT_25	1641.542372881356	1214.228813559322	c12
147616.WT_25	1648.085106382979	1363.0585106382978	c2
147617.WT_25	1651.8	1371.7333333333331	c2
147618.WT_25	1650.875	1375.5625	c2
147620.WT_25	1662.4375	1530.7625	c6
147634.WT_25	1589.0196078431372	346.7058823529412	c10
147635.WT_25	1591.3	416.3666666666667	c6
147636.WT_25	1591.888888888889	421.5185185185185	c0
147640.WT_25	1608.928571428571	687.0	c2
147641.WT_25	1617.6	836.3	c2
147642.WT_25	1635.93984962406	1149.4812030075188	c2
147645.WT_25	1652.140625	1430.75	c2
147646.WT_25	1662.8556701030927	1554.7731958762886	c10
147659.WT_25	1588.5757575757575	432.1212121212121	c6
147660.WT_25	1594.4651162790697	513.8139534883721	c10
147663.WT_25	1607.111111111111	650.0925925925926	c2
147665.WT_25	1623.3	919.05	c11
147667.WT_25	1627.3538461538462	1013.5384615384615	c2
147668.WT_25	1632.8783783783783	1060.7567567567569	c2
147670.WT_25	1634.9295774647887	1162.4225352112676	c2
147672.WT_25	1647.15	1307.0	c8
147673.WT_25	1648.5573770491803	1317.2459016393443	c2
147674.WT_25	1662.8	1602.36	c17
147684.WT_25	1581.0	293.5730337078652	c30
147685.WT_25	1592.3584905660375	454.0943396226415	c10
147686.WT_25	1596.5131578947369	524.078947368421	c10
147688.WT_25	1597.5555555555557	551.1666666666666	c21
147689.WT_25	1600.5833333333333	591.2083333333334	c2
147690.WT_25	1604.6	633.704	c2
147691.WT_25	1603.0135135135135	642.1756756756756	c2
147692.WT_25	1615.0128205128206	775.6282051282051	c7
147693.WT_25	1617.125	858.5416666666666	c2
147694.WT_25	1635.2105263157894	1133.3684210526317	c32
147695.WT_25	1642.3	1281.9	c11
147696.WT_25	1646.1470588235295	1312.5882352941176	c2
147697.WT_25	1648.639175257732	1325.381443298969	c23
147698.WT_25	1651.3783783783783	1413.018018018018	c2
147699.WT_25	1653.4	1441.5	c30
147710.WT_25	1589.9484536082475	336.12371134020617	c12
147712.WT_25	1613.2142857142858	830.5	c2
147713.WT_25	1633.2571428571428	1114.571428571429	c2
147715.WT_25	1637.590909090909	1181.1818181818182	c2
147716.WT_25	1637.029411764706	1189.2941176470588	c0
147718.WT_25	1643.8028169014085	1291.7605633802816	c2
147719.WT_25	1649.0	1378.2608695652175	c2
147734.WT_25	1595.1363636363635	557.2727272727273	c10
147736.WT_25	1603.7757575757576	694.8484848484849	c8
147740.WT_25	1648.8818897637796	1402.6692913385828	c2
147751.WT_25	1588.25	409.6911764705882	c6
147752.WT_25	1583.596330275229	428.2201834862385	c6
147753.WT_25	1594.6935483870968	567.9112903225806	c10
147754.WT_25	1598.84375	633.40625	c3
147757.WT_25	1638.0	1243.754716981132	c2
147758.WT_25	1646.451612903226	1330.8709677419354	c17
147768.WT_25	1582.5093167701864	375.2919254658385	c21
147771.WT_25	1602.5846153846153	653.9538461538461	c3
147772.WT_25	1607.6222222222225	722.7555555555556	c2
147773.WT_25	1610.7755102040817	784.3877551020408	c8
147774.WT_25	1624.3125	991.5	c0
147775.WT_25	1626.9021739130435	1024.4891304347825	c2
147776.WT_25	1625.7032967032967	1032.3736263736264	c14
147778.WT_25	1645.7575757575758	1301.030303030303	c2
147779.WT_25	1652.3333333333333	1421.3333333333333	c2
147780.WT_25	1656.3735632183907	1544.0172413793102	c10
147782.WT_25	1663.0463917525774	1656.8711340206185	c15
147791.WT_25	1583.5172413793102	319.1310344827586	c16
147792.WT_25	1583.5471698113208	331.79245283018867	c16
147793.WT_25	1591.5454545454545	509.45454545454544	c6
147794.WT_25	1591.8484848484848	529.2121212121212	c6
147795.WT_25	1598.2183908045977	596.5977011494252	c7
147796.WT_25	1599.9662162162165	680.6554054054054	c2
147797.WT_25	1628.6119402985075	1152.761194029851	c2
147798.WT_25	1640.4	1274.0666666666666	c2
147800.WT_25	1660.95	1579.725	c6
147814.WT_25	1582.3684210526317	341.05263157894734	c10
147815.WT_25	1583.2	358.43333333333334	c21
147817.WT_25	1591.5882352941176	520.8823529411765	c0
147818.WT_25	1594.5	577.2777777777778	c2
147819.WT_25	1600.6060606060605	647.0909090909091	c3
147820.WT_25	1603.2	663.8	c2
147821.WT_25	1614.9166666666667	867.0	c3
147822.WT_25	1617.36866359447	895.741935483871	c11
147823.WT_25	1625.5032258064516	1056.4129032258063	c23
147824.WT_25	1636.206106870229	1234.4198473282445	c2
147826.WT_25	1657.0	1537.2083333333333	c10
147837.WT_25	1583.0144927536232	353.07246376811594	c21
147840.WT_25	1618.2933333333333	929.4533333333334	c14
147841.WT_25	1630.328947368421	1120.407894736842	c2
147842.WT_25	1637.775	1197.45	c12
147843.WT_25	1636.5822784810127	1254.5569620253164	c2
147845.WT_25	1640.5862068965516	1315.7586206896551	c6
147846.WT_25	1640.3893129770993	1333.648854961832	c2
147847.WT_25	1648.2857142857142	1425.5	c7
147849.WT_25	1656.7066666666667	1571.506666666667	c0
147866.WT_25	1578.0546875	307.9140625	c3
147867.WT_25	1592.1176470588234	534.9705882352941	c1
147868.WT_25	1596.357142857143	587.0714285714286	c6
147869.WT_25	1594.03125	620.71875	c2
147870.WT_25	1599.2631578947369	666.0	c2
147872.WT_25	1616.805157593123	940.756446991404	c2
147873.WT_25	1629.9342105263158	1134.828947368421	c2
147874.WT_25	1630.6842105263158	1142.7368421052631	c2
147875.WT_25	1635.5945945945946	1223.1351351351352	c2
147878.WT_25	1654.756906077348	1582.8176795580112	c6
147889.WT_25	1591.9157894736843	503.6421052631579	c10
147890.WT_25	1591.5761589403974	545.8079470198676	c10
147891.WT_25	1604.2894736842106	727.2631578947369	c23
147893.WT_25	1619.7792792792793	968.1036036036036	c7
147894.WT_25	1629.5384615384614	1160.8461538461538	c2
147895.WT_25	1628.451612903226	1165.741935483871	c2
147896.WT_25	1631.837837837838	1184.3513513513512	c2
147897.WT_25	1656.891891891892	1592.945945945946	c6
147898.WT_25	1656.6338983050848	1619.3118644067797	c27
147907.WT_25	1579.5217391304348	360.6521739130435	c21
147908.WT_25	1604.3271604938273	757.1172839506173	c2
147909.WT_25	1607.625	769.6875	c2
147910.WT_25	1610.438596491228	796.3157894736842	c2
